Sex	gene_id	gene_name	gene_type	CorrDir	corrTissueN	corrTissues	medianEstimate
Male	ENSMUSG00000048603	Gm9828	lncRNA	-1	1	Bone_marrow	-0.4730957079409836
Male	ENSMUSG00000048603	Gm9828	lncRNA	1	1	Inginal_WAT	0.49636270997086795
Male	ENSMUSG00000048636	A730049H05Rik	lncRNA	1	1	Lung	0.7212770629264175
Male	ENSMUSG00000048949	Gm6206	processed_pseudogene	1	1	Epididymal_WAT	0.5705487732602356
Male	ENSMUSG00000049881	2810025M15Rik	transcribed_processed_pseudogene	-1	5	Epididymal_WAT, Lung, Brown_Adipose, Hypothalamus, Liver	-0.5816750507471109
Male	ENSMUSG00000050765	Gm5084	lncRNA	-1	1	Hypothalamus	-0.5118740446574576
Male	ENSMUSG00000051008	4930412M03Rik	lncRNA	-1	1	Gastric_muscle	-0.4886070426275731
Male	ENSMUSG00000051074	4930579K19Rik	lncRNA	1	1	Hypothalamus	0.4808513752842783
Male	ENSMUSG00000051537	Gm5124	transcribed_processed_pseudogene	1	3	Kidney, Inginal_WAT, Liver	0.6669873915233538
Male	ENSMUSG00000051606	2010001K21Rik	lncRNA	-1	1	Epididymal_WAT	-0.6902543935532384
Male	ENSMUSG00000051832	E230016K23Rik	lncRNA	-1	2	Bone_marrow, Liver	-0.5700415497321687
Male	ENSMUSG00000052005	Gm9864	pseudogene	1	3	Gastric_muscle, Lung, Bone_marrow	0.7603412959853866
Male	ENSMUSG00000052125	F730043M19Rik	lncRNA	1	6	Gastric_muscle, Epididymal_WAT, Heart, Lung, Bone_marrow, Liver	0.7484218986279494
Male	ENSMUSG00000052154	Gm9870	TEC	-1	1	Hypothalamus	-0.7755667343294812
Male	ENSMUSG00000052154	Gm9870	TEC	1	1	Lung	0.44982870591109914
Male	ENSMUSG00000052188	Gm14964	lncRNA	1	6	Brain, Epididymal_WAT, Heart, Lung, Bone_marrow, Liver	0.7173992292547702
Male	ENSMUSG00000052248	Zeb2os	lncRNA	-1	1	Liver	-0.8298564057325449
Male	ENSMUSG00000052248	Zeb2os	lncRNA	1	2	Heart, Bone_marrow	0.5816750507471109
Male	ENSMUSG00000052291	5330438D12Rik	lncRNA	-1	3	Lung, Bone_marrow, Liver	-0.4886070426275731
Male	ENSMUSG00000052426	Gm9877	pseudogene	-1	1	Hypothalamus	-0.7367883976130072
Male	ENSMUSG00000052563	D930048N14Rik	lncRNA	-1	4	Epididymal_WAT, Lung, Bone_marrow, Brown_Adipose	-0.6669873915233538
Male	ENSMUSG00000052629	Gm9885	lncRNA	1	1	Bone_marrow	0.5506523813739317
Male	ENSMUSG00000052658	5830454E08Rik	lncRNA	-1	2	Lung, Bone_marrow	-0.5467745477022843
Male	ENSMUSG00000052724	Gm9888	lncRNA	-1	1	Liver	-0.5041183773141628
Male	ENSMUSG00000052912	Smarca5-ps	transcribed_processed_pseudogene	1	1	Epididymal_WAT	0.7600553996428916
Male	ENSMUSG00000052951	C130021I20Rik	lncRNA	-1	1	Gastric_muscle	-0.6359647221501745
Male	ENSMUSG00000053117	E330013P04Rik	lncRNA	1	3	Lung, Bone_marrow, Brown_Adipose	0.5661637160605213
Male	ENSMUSG00000053214	Gm9899	lncRNA	-1	2	Lung, Bone_marrow	-0.6824987262099436
Male	ENSMUSG00000053263	Gm12592	lncRNA	-1	1	Hypothalamus	-0.4653400405976887
Male	ENSMUSG00000053332	Gas5	lncRNA	1	7	Brain, Gastric_muscle, Heart, Lung, Bone_marrow, Inginal_WAT, Hypothalamus	0.6049420527769954
Male	ENSMUSG00000053353	2310001K24Rik	lncRNA	-1	1	Bone_marrow	-0.5506523813739317
Male	ENSMUSG00000053353	2310001K24Rik	lncRNA	1	1	Lung	0.7522997322995968
Male	ENSMUSG00000053358	Gm9905	TEC	-1	2	Bone_marrow, Brown_Adipose	-0.5971863854337005
Male	ENSMUSG00000053358	Gm9905	TEC	1	1	Inginal_WAT	0.4653400405976887
Male	ENSMUSG00000053588	A730061H03Rik	lncRNA	-1	1	Lung	-0.4808513752842783
Male	ENSMUSG00000053613	Notumos	lncRNA	-1	1	Gastric_muscle	-0.5118740446574576
Male	ENSMUSG00000053613	Notumos	lncRNA	1	1	Epididymal_WAT	0.5661637160605213
Male	ENSMUSG00000053714	4732471J01Rik	lncRNA	-1	1	Heart	-0.5894307180904057
Male	ENSMUSG00000053714	4732471J01Rik	lncRNA	1	2	Brain, Inginal_WAT	0.5079962109858102
Male	ENSMUSG00000053749	Gm9920	lncRNA	-1	4	Brain, Heart, Lung, Liver	-0.5002405436425155
Male	ENSMUSG00000053821	Gm9922	lncRNA	-1	2	Heart, Bone_marrow	-0.7794445680011286
Male	ENSMUSG00000053889	Kirrel3os	lncRNA	1	2	Gastric_muscle, Liver	0.5235075456723999
Male	ENSMUSG00000053925	Gm9929	lncRNA	1	1	Bone_marrow	0.4808513752842783
Male	ENSMUSG00000054057	A930004D18Rik	lncRNA	-1	1	Bone_marrow	-0.6049420527769954
Male	ENSMUSG00000054181	A930012O16Rik	lncRNA	1	2	Brain, Liver	0.5971863854337005
Male	ENSMUSG00000054247	Gm9939	lncRNA	1	1	Bone_marrow	0.744544064956302
Male	ENSMUSG00000054304	D130007C19Rik	pseudogene	1	1	Lung	0.5506523813739317
Male	ENSMUSG00000054412	Gm4793	lncRNA	1	2	Lung, Bone_marrow	0.6049420527769953
Male	ENSMUSG00000054426	A930005H10Rik	lncRNA	-1	2	Heart, Liver	-0.45370653958274654
Male	ENSMUSG00000054426	A930005H10Rik	lncRNA	1	1	Inginal_WAT	0.5118740446574576
Male	ENSMUSG00000054488	Gm9946	lncRNA	1	2	Kidney, Inginal_WAT	0.5816750507471109
Male	ENSMUSG00000054493	Gm9947	lncRNA	1	1	Bone_marrow	0.49636270997086795
Male	ENSMUSG00000054510	Gm14461	lncRNA	1	2	Bone_marrow, Liver	0.763933233314539
Male	ENSMUSG00000054514	Atad3aos	lncRNA	-1	1	Bone_marrow	-0.5661637160605213
Male	ENSMUSG00000054514	Atad3aos	lncRNA	1	1	Lung	0.5971863854337005
Male	ENSMUSG00000054556	Gm4876	lncRNA	-1	1	Bone_marrow	-0.6126977201202902
Male	ENSMUSG00000054556	Gm4876	lncRNA	1	2	Heart, Lung	0.6437203894934693
Male	ENSMUSG00000054589	Gm9949	lncRNA	-1	1	Heart	-0.7135213955831227
Male	ENSMUSG00000054618	Gm9951	lncRNA	-1	1	Bone_marrow	-0.5196297120007524
Male	ENSMUSG00000054910	4931415C17Rik	lncRNA	1	2	Inginal_WAT, Liver	0.5894307180904057
Male	ENSMUSG00000054945	Gm9958	lncRNA	-1	1	Bone_marrow	-0.744544064956302
Male	ENSMUSG00000055134	9130017K11Rik	lncRNA	-1	2	Bone_marrow, Hypothalamus	-0.6320868884785271
Male	ENSMUSG00000055216	9430025C20Rik	pseudogene	-1	2	Kidney, Hypothalamus	-0.5739193834038161
Male	ENSMUSG00000055323	Gm9967	lncRNA	-1	1	Bone_marrow	-0.5739193834038161
Male	ENSMUSG00000055370	Gm9968	lncRNA	-1	3	Lung, Bone_marrow, Hypothalamus	-0.5894307180904057
Male	ENSMUSG00000055494	Gm14168	lncRNA	1	3	Lung, Bone_marrow, Kidney	0.5584080487172264
Male	ENSMUSG00000055676	Gm5069	transcribed_processed_pseudogene	-1	1	Lung	-0.6824987262099435
Male	ENSMUSG00000055704	Gm9978	TEC	-1	1	Bone_marrow	-0.5041183773141628
Male	ENSMUSG00000055704	Gm9978	TEC	1	1	Lung	0.5584080487172264
Male	ENSMUSG00000055833	1700034H15Rik	lncRNA	-1	2	Brain, Hypothalamus	-0.7367883976130072
Male	ENSMUSG00000055833	1700034H15Rik	lncRNA	1	1	Gastric_muscle	0.4653400405976887
Male	ENSMUSG00000055972	2810407A14Rik	lncRNA	-1	1	Bone_marrow	-0.49636270997086795
Male	ENSMUSG00000055972	2810407A14Rik	lncRNA	1	2	Heart, Lung	0.5971863854337005
Male	ENSMUSG00000056145	AI504432	lncRNA	1	6	Gastric_muscle, Epididymal_WAT, Heart, Lung, Bone_marrow, Kidney	0.686376559881591
Male	ENSMUSG00000056411	Gm12500	lncRNA	-1	2	Heart, Lung	-0.5622858823888739
Male	ENSMUSG00000056418	BC043934	lncRNA	-1	1	Heart	-0.6359647221501745
Male	ENSMUSG00000056418	BC043934	lncRNA	1	2	Lung, Inginal_WAT	0.659231724180059
Male	ENSMUSG00000056445	Hoxaas2	lncRNA	1	1	Lung	0.5506523813739317
Male	ENSMUSG00000056687	Gm11696	lncRNA	-1	1	Heart	-0.5894307180904057
Male	ENSMUSG00000056687	Gm11696	lncRNA	1	1	Bone_marrow	0.4730957079409836
Male	ENSMUSG00000056735	A930024E05Rik	lncRNA	1	1	Bone_marrow	0.6980100608965332
Male	ENSMUSG00000056753	C330011M18Rik	lncRNA	-1	1	Heart	-0.4730957079409836
Male	ENSMUSG00000056753	C330011M18Rik	lncRNA	1	3	Brain, Gastric_muscle, Epididymal_WAT	0.4808513752842783
Male	ENSMUSG00000057036	Gm7536	processed_pseudogene	-1	1	Liver	-0.5584080487172264
Male	ENSMUSG00000057036	Gm7536	processed_pseudogene	1	1	Brain	0.5971863854337005
Male	ENSMUSG00000057359	Gm17494	lncRNA	-1	3	Gastric_muscle, Hypothalamus, Liver	-0.5428967140306369
Male	ENSMUSG00000057359	Gm17494	lncRNA	1	2	Heart, Lung	0.744544064956302
Male	ENSMUSG00000057802	Gm10030	lncRNA	-1	1	Hypothalamus	-0.4886070426275731
Male	ENSMUSG00000057818	1600029O15Rik	transcribed_processed_pseudogene	1	1	Lung	0.6514760568367642
Male	ENSMUSG00000057913	Gm10032	lncRNA	-1	1	Gastric_muscle	-0.4808513752842783
Male	ENSMUSG00000058360	Gm10040	pseudogene	1	3	Lung, Bone_marrow, Kidney	0.6902543935532384
Male	ENSMUSG00000058542	Gm15590	processed_pseudogene	1	1	Brain	0.5273853793440473
Male	ENSMUSG00000058603	Rpl28-ps1	processed_pseudogene	-1	1	Liver	-0.5773120960090367
Male	ENSMUSG00000058934	Igf1os	lncRNA	1	1	Lung	0.620453387463585
Male	ENSMUSG00000059027	9630013D21Rik	lncRNA	-1	5	Gastric_muscle, Heart, Lung, Bone_marrow, Brown_Adipose	-0.6669873915233538
Male	ENSMUSG00000059027	9630013D21Rik	lncRNA	1	1	Epididymal_WAT	0.6049420527769954
Male	ENSMUSG00000059277	R74862	lncRNA	-1	3	Brown_Adipose, Kidney, Inginal_WAT	-0.5196297120007524
Male	ENSMUSG00000059277	R74862	lncRNA	1	2	Gastric_muscle, Heart	0.5118740446574577
Male	ENSMUSG00000059631	1500035N22Rik	lncRNA	-1	1	Kidney	-0.5584080487172264
Male	ENSMUSG00000060143	Gm10076	lncRNA	1	1	Lung	0.6824987262099435
Male	ENSMUSG00000060149	BC002059	lncRNA	1	1	Gastric_muscle	0.659231724180059
Male	ENSMUSG00000060424	Pantr1	lncRNA	-1	2	Gastric_muscle, Kidney	-0.5584080487172265
Male	ENSMUSG00000060530	A930017M01Rik	transcribed_processed_pseudogene	-1	1	Heart	-0.5816750507471109
Male	ENSMUSG00000060530	A930017M01Rik	transcribed_processed_pseudogene	1	3	Epididymal_WAT, Kidney, Hypothalamus	0.4808513752842783
Male	ENSMUSG00000060989	Gm11847	processed_pseudogene	-1	1	Lung	-0.620453387463585
Male	ENSMUSG00000061167	Rpl15-ps3	processed_pseudogene	-1	1	Liver	-0.523003042155216
Male	ENSMUSG00000061331	Gm17132	unprocessed_pseudogene	1	5	Gastric_muscle, Epididymal_WAT, Lung, Bone_marrow, Liver	0.6282090548068797
Male	ENSMUSG00000061510	Gm10101	lncRNA	-1	4	Heart, Lung, Bone_marrow, Liver	-0.5545302150455791
Male	ENSMUSG00000061728	Btnl7-ps	unprocessed_pseudogene	1	2	Inginal_WAT, Hypothalamus	0.6824987262099433
Male	ENSMUSG00000062093	Gm10110	transcribed_processed_pseudogene	1	1	Heart	0.783322401672776
Male	ENSMUSG00000062470	Fbxl12os	lncRNA	-1	2	Lung, Liver	-0.5739193834038161
Male	ENSMUSG00000062933	Gm10123	processed_pseudogene	-1	1	Hypothalamus	-0.4653400405976887
Male	ENSMUSG00000063018	2010204K13Rik	lncRNA	1	2	Bone_marrow, Hypothalamus	0.6282090548068797
Male	ENSMUSG00000063171	Rps4l	transcribed_processed_pseudogene	-1	2	Epididymal_WAT, Liver	-0.6980100608965332
Male	ENSMUSG00000063171	Rps4l	transcribed_processed_pseudogene	1	1	Lung	0.5506523813739317
Male	ENSMUSG00000063286	Gvin-ps7	transcribed_unprocessed_pseudogene	1	6	Gastric_muscle, Epididymal_WAT, Lung, Bone_marrow, Kidney, Hypothalamus	0.7716889006578338
Male	ENSMUSG00000063388	BC023105	processed_pseudogene	-1	1	Lung	-0.5971863854337005
Male	ENSMUSG00000063388	BC023105	processed_pseudogene	1	1	Brown_Adipose	0.7600553996428916
Male	ENSMUSG00000063611	Gm10134	lncRNA	-1	1	Hypothalamus	-0.5041183773141628
Male	ENSMUSG00000063611	Gm10134	lncRNA	1	3	Gastric_muscle, Heart, Bone_marrow	0.6437203894934693
Male	ENSMUSG00000063714	Sp3os	lncRNA	-1	1	Epididymal_WAT	-0.44982870591109914
Male	ENSMUSG00000063714	Sp3os	lncRNA	1	3	Lung, Bone_marrow, Inginal_WAT	0.659231724180059
Male	ENSMUSG00000064032	Gm10143	lncRNA	-1	1	Hypothalamus	-0.5894307180904057
Male	ENSMUSG00000064032	Gm10143	lncRNA	1	2	Lung, Bone_marrow	0.6320868884785272
Male	ENSMUSG00000064193	Gm4735	processed_pseudogene	-1	3	Gastric_muscle, Heart, Lung	-0.5273853793440473
Male	ENSMUSG00000064317	Gm10146	processed_pseudogene	-1	3	Epididymal_WAT, Brown_Adipose, Liver	-0.610170215847752
Male	ENSMUSG00000064317	Gm10146	processed_pseudogene	1	1	Lung	0.8478988713728501
Male	ENSMUSG00000064337	mt-Rnr1	Mt_rRNA	-1	2	Brain, Liver	-0.5816750507471109
Male	ENSMUSG00000064339	mt-Rnr2	Mt_rRNA	-1	2	Brain, Liver	-0.5700415497321687
Male	ENSMUSG00000064339	mt-Rnr2	Mt_rRNA	1	1	Heart	0.44982870591109914
Male	ENSMUSG00000066057	Gm1976	lncRNA	-1	1	Inginal_WAT	-0.45758437325439394
Male	ENSMUSG00000066057	Gm1976	lncRNA	1	1	Lung	0.45758437325439394
Male	ENSMUSG00000066175	2510046G10Rik	lncRNA	-1	2	Lung, Bone_marrow	-0.5506523813739317
Male	ENSMUSG00000066443	Gm10163	processed_pseudogene	-1	1	Hypothalamus	-0.49636270997086795
Male	ENSMUSG00000066477	Gm16551	lncRNA	1	1	Kidney	0.5739193834038161
Male	ENSMUSG00000066724	Gm10175	transcribed_processed_pseudogene	-1	2	Gastric_muscle, Liver	-0.5196297120007524
Male	ENSMUSG00000066724	Gm10175	transcribed_processed_pseudogene	1	2	Inginal_WAT, Hypothalamus	0.5816750507471109
Male	ENSMUSG00000067017	Capza1-ps1	pseudogene	-1	1	Brain	-0.44982870591109914
Male	ENSMUSG00000067017	Capza1-ps1	pseudogene	1	1	Bone_marrow	0.5118740446574576
Male	ENSMUSG00000067352	Gm14149	lncRNA	1	1	Lung	0.7968533156181069
Male	ENSMUSG00000067577	A430093F15Rik	lncRNA	1	2	Hypothalamus, Liver	0.6631095578517063
Male	ENSMUSG00000067870	Rpl31-ps8	processed_pseudogene	1	1	Hypothalamus	0.5506523813739317
Male	ENSMUSG00000068964	Gm6361	processed_pseudogene	1	3	Lung, Kidney, Inginal_WAT	0.6051696029271444
Male	ENSMUSG00000069014	Gm5641	transcribed_processed_pseudogene	1	3	Brain, Heart, Bone_marrow	0.6902543935532384
Male	ENSMUSG00000069540	Gm4925	transcribed_processed_pseudogene	-1	1	Lung	-0.5971863854337005
Male	ENSMUSG00000069682	Gm10275	transcribed_processed_pseudogene	1	8	Gastric_muscle, Epididymal_WAT, Heart, Lung, Bone_marrow, Brown_Adipose, Inginal_WAT, Hypothalamus	0.6941322272248857
Male	ENSMUSG00000069713	4933406P04Rik	lncRNA	1	1	Inginal_WAT	0.6126977201202902
Male	ENSMUSG00000069755	Zfp125	transcribed_unprocessed_pseudogene	1	1	Gastric_muscle	0.45758437325439394
Male	ENSMUSG00000069939	Gm12070	processed_pseudogene	-1	3	Heart, Lung, Hypothalamus	-0.5428967140306369
Male	ENSMUSG00000069939	Gm12070	processed_pseudogene	1	1	Brain	0.5971863854337005
Male	ENSMUSG00000070282	3000002C10Rik	transcribed_processed_pseudogene	-1	1	Kidney	-0.5118740446574576
Male	ENSMUSG00000070282	3000002C10Rik	transcribed_processed_pseudogene	1	1	Gastric_muscle	0.49636270997086795
Male	ENSMUSG00000070315	4930581F22Rik	lncRNA	1	3	Heart, Kidney, Inginal_WAT	0.5816750507471109
Male	ENSMUSG00000070392	Gm20634	lncRNA	-1	1	Heart	-0.49636270997086795
Male	ENSMUSG00000070443	Gm10291	processed_pseudogene	-1	1	Gastric_muscle	-0.44982870591109914
Male	ENSMUSG00000070461	9230112E08Rik	lncRNA	-1	4	Brain, Lung, Kidney, Hypothalamus	-0.49248487629922055
Male	ENSMUSG00000070461	9230112E08Rik	lncRNA	1	1	Gastric_muscle	0.44982870591109914
