ID	Tube_1	Tube_10	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_11	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_2	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_3	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_4	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_5	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_6	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_7	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_8	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_9	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99
chr10:116353222-116385010	0	0	0	5	0	4	10	7	7	16	3	9	2	3	12	10	6	5	2	0	0	3	2	2	5	0	0	0	5	15	0	8	6	0	4	3	5	0	0	0	4	11	4	7	6	3	0	0	0	3	4	3	7	0	6	0	0	5	0	0	5	0	11	0	4	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0
chr10:116353222-116385080	0	0	0	0	19	13	23	20	25	10	17	16	8	12	14	16	25	16	15	6	5	9	7	3	0	8	0	0	13	4	13	19	7	24	22	12	9	5	11	15	13	25	16	25	13	6	8	8	4	4	10	0	6	6	16	15	9	6	7	8	10	10	16	0	10	8	6	7	9	11	8	9	5	0	3	6	4	0	0	3	0	9	0	7	0	4	3	3	7	5	0	5	5	0	0	8	6	4	10	0	7	9	0	0	7	4	17	0	12	0	0	3	0	9
chr10:116363732-116385080	0	0	0	2	11	4	3	6	0	0	6	0	0	7	6	5	6	3	8	2	0	0	0	0	0	0	0	0	5	0	3	2	2	5	0	0	0	0	2	5	0	6	4	9	0	0	0	0	4	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	3	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0
chr10:116764094-116775386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	6	8	13	13	7	0	6	0	6	0	0	0	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:116773302-116775386	0	6	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	4	5	4	0	2	0	6	23	25	27	22	38	18	23	23	25	5	25	24	16	16	13	21	16	9	18	17	2	7	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	2	4	0	0	6	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	4	0	3	6	3	3	0	0	0	0	0	7	7	2	0	2	0	0	0	0	0	0
chr10:116789690-116800023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	10	0	10	8	17	2	16	0	14	5	15	6	10	3	5	7	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:116935848-116938103	0	0	0	0	0	2	5	8	6	2	2	8	0	2	6	6	8	5	0	3	0	0	0	0	4	6	0	0	0	3	0	2	0	0	0	0	8	0	0	5	0	3	0	0	4	2	2	3	0	0	2	0	0	3	0	0	0	2	0	0	4	7	3	3	8	0	0	0	4	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	3	2	0	0	2	0	0	0
chr10:117185216-117203893	6	0	0	4	7	0	0	3	4	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	6	6	0	3	4	3	0	0	2	0	0	0	0	5	0	0	0	5	0	0	0	3	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	3	0	7	0	0	0	0	0	2	0	3	0	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
chr10:117191840-117203893	3	4	3	14	21	7	8	11	26	4	9	7	5	4	2	11	5	9	6	0	0	4	0	12	0	12	14	5	11	8	14	0	9	11	7	6	11	5	8	3	11	0	3	9	8	2	0	0	9	0	17	8	4	13	0	5	5	0	7	8	17	0	0	3	0	9	0	4	0	4	13	0	10	12	4	8	6	10	10	11	3	0	13	5	4	8	0	7	0	0	4	0	4	5	0	0	0	5	3	0	9	7	0	6	6	0	10	0	3	3	0	4	3	0
chr10:117201986-117203893	0	3	3	5	10	4	6	8	3	7	8	0	4	10	5	10	0	9	20	5	4	7	10	7	2	0	3	5	0	6	7	2	6	5	0	0	10	2	8	3	0	0	3	3	0	0	3	0	3	6	0	0	0	3	0	2	0	0	0	3	2	0	0	0	0	0	0	0	3	0	4	2	9	0	0	0	0	0	4	0	0	9	3	0	3	7	4	2	3	4	2	0	8	2	5	2	2	0	0	0	7	2	6	0	3	0	0	0	7	7	0	3	0	0
chr10:117528487-117530973	0	0	0	0	0	3	0	10	0	0	0	0	4	0	2	3	0	0	0	0	0	0	7	4	2	0	3	0	0	0	5	4	0	3	4	4	3	4	4	4	0	0	0	5	0	0	0	2	2	0	3	0	0	0	4	0	0	0	2	2	0	0	0	0	0	2	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	4	0	3	0	0	0	0	0	0	3	0	0	0	0	0	4	5	0	5	6	0	2	0	0	0
chr10:120661013-120687997	0	0	8	55	74	38	53	60	55	0	43	31	14	0	40	0	56	62	0	8	5	13	8	5	0	2	0	0	4	0	2	4	0	3	0	0	4	11	7	4	7	8	4	3	0	0	0	3	3	0	20	14	8	12	12	2	19	9	12	0	5	0	70	63	58	49	0	26	39	67	6	44	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	3	5	4	0	0	2	2	4	6	13	0	14	4	12	5	3	0
chr10:121761721-121767414	4	5	14	15	11	10	17	20	6	11	6	17	8	10	16	17	18	11	9	34	13	16	10	7	9	9	9	0	11	20	11	15	11	15	13	8	24	10	5	13	9	19	14	12	3	9	8	3	5	0	15	3	5	17	4	10	0	6	6	8	4	7	7	8	12	10	13	7	2	6	13	5	0	0	2	0	0	0	3	5	0	4	0	0	0	0	0	0	0	3	0	0	4	0	21	15	11	9	17	19	17	21	12	3	5	15	40	5	25	16	11	9	4	17
chr10:122739997-122756750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	2	0	5	0	6	4	4	0	6	0	4	0	6	3	2	5	0	8	4	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	4	3	4	0	0	0	0	0	5
chr10:122982699-123017705	0	0	0	0	0	0	0	0	0	0	7	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	11	6	0	3	0	7	6	0	0	4	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:122999498-123017705	0	0	0	0	6	5	0	3	0	0	0	0	0	0	2	5	0	0	0	0	0	0	3	0	0	0	0	2	0	0	4	11	0	3	10	0	10	0	12	4	4	0	0	8	3	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
chr10:123004132-123017705	0	0	0	3	0	0	2	0	2	0	0	0	0	0	4	4	0	3	0	4	0	0	0	0	2	0	0	0	0	0	14	13	3	10	17	5	8	2	19	5	12	0	0	5	10	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
chr10:12312025-12323836	0	0	0	0	4	0	4	8	8	0	0	2	0	2	0	2	3	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	6	4	0	5	0	2	0	0	0	0	3	0	2	0	2	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	3	0	0	0	0	7	0	0	0	0	0	0	2
chr10:12312025-12331308	4	9	5	24	29	18	30	24	21	15	15	19	30	16	36	39	37	31	26	24	15	10	20	25	24	16	6	12	4	4	15	13	6	12	10	9	6	13	9	18	8	15	9	18	9	5	8	7	10	9	13	10	13	13	8	5	9	13	7	6	12	9	20	10	16	5	14	7	6	7	7	6	0	0	3	0	0	0	0	0	0	11	0	3	2	0	0	0	4	3	0	7	11	3	3	11	7	7	19	0	12	13	0	4	7	29	48	19	23	31	11	16	20	25
chr10:12315371-12331308	0	0	0	5	16	5	0	11	4	0	3	7	2	2	9	6	8	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	3	0	0	0	0	4	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
chr10:12496935-12564171	5	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	6	5	0	9	0	7	10	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
chr10:12588998-12603656	0	2	3	0	5	0	4	0	4	0	6	0	4	0	0	0	3	5	0	0	0	3	0	0	0	0	6	0	4	3	3	11	0	20	8	5	5	5	16	0	6	0	2	4	5	0	0	0	0	0	5	0	0	2	0	0	0	0	3	0	0	3	2	8	0	0	4	0	0	3	3	5	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
chr10:127012441-127013038	0	0	0	7	6	0	6	10	5	9	15	0	0	4	5	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	3	0	4	0	0	2	0	5	0	3	0	2	2	4	2	0	0	0	4	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:127482760-127484058	9	4	3	3	0	0	5	3	0	4	0	0	5	0	5	0	5	6	0	5	0	0	0	6	3	3	0	0	2	0	0	0	0	10	4	0	0	2	5	2	0	0	0	0	0	0	0	3	3	5	3	0	0	0	0	0	0	0	0	4	5	0	0	0	4	0	3	0	2	0	6	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	3	3	0	0	0	5	2	6	2	7	5	0	0	0	0	3	0	6	3	0	0	0	0
chr10:127626685-127648818	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	4	3	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	8	0	5	0	0	7	10	3	0	0	0	0	0	5	3	7	4	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	4
chr10:127677579-127702737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	156	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	98	0	0	82	91	0	0	0	0	0	0	0	40	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:127921496-127921906	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	5	7	6	0	10	0	8	0	0	0	0	2	0	0	0	0	0	0	0	7	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:128113513-128114686	2	0	0	3	0	0	2	0	7	0	0	7	0	3	0	0	2	0	9	0	0	0	3	4	0	0	5	0	2	2	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	4	0	0	0	0	3	0	6	6	0	5	2	0	2	5	2	0	0	2	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
chr10:128413969-128414961	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	5	5	0	0	0	2	0	6	11	3	0	0	3	0	4	0	3	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	4	0	0	3	4	0	0	6	2	0	6	4	0	0	2	0	0	0	0	0	0
chr10:13100528-13115709	2	0	0	9	14	6	13	7	9	0	8	6	0	2	6	0	8	9	0	0	0	0	7	0	0	0	0	0	0	3	4	3	8	0	0	0	0	0	9	0	0	0	0	0	4	3	0	0	0	0	2	4	0	0	0	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5
chr10:13879945-13942428	0	0	0	6	15	0	0	0	0	7	2	0	2	0	3	3	5	4	2	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	4	0	0	9	0	3	3	2	10	0	2	2	6	3	5	11	3	3	6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
chr10:17965196-17972084	3	0	4	2	4	3	0	6	4	7	2	0	3	7	9	2	5	0	0	11	7	0	4	0	3	6	0	0	3	4	17	11	9	11	10	6	11	3	5	14	12	30	8	20	7	5	17	9	3	4	8	5	0	0	0	4	10	7	0	0	9	5	0	9	12	8	5	0	4	8	2	0	10	2	0	6	0	0	7	0	0	6	0	10	0	5	0	2	0	15	0	4	2	4	2	0	6	3	3	0	3	2	2	4	4	6	5	5	6	5	9	0	0	0
chr10:17968593-17970656	0	0	0	0	14	4	0	4	6	4	3	3	6	3	0	0	8	9	8	4	0	0	0	5	0	0	0	3	0	3	15	19	7	26	11	10	5	6	23	4	2	4	0	5	6	0	5	10	0	7	6	8	6	12	4	5	4	4	14	0	9	3	5	6	8	0	0	2	0	3	3	7	4	5	0	0	0	2	4	0	0	0	2	0	0	0	0	4	0	4	0	2	0	0	4	5	0	0	3	0	0	5	2	0	2	2	0	0	0	0	0	0	0	0
chr10:19760524-19770548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	2	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	4	0	8	0	6	0	0	10	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:19943575-19958214	0	0	0	5	5	3	4	8	5	6	2	0	0	0	5	0	0	6	4	0	0	0	0	0	0	2	0	0	10	2	6	4	14	8	10	3	0	3	6	2	3	5	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	2	0	0	0	4	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr10:22540262-22541605	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	2	0	6	0	8	0	0	0	2	16	4	25	15	7	11	18	6	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:22581592-22587990	0	2	7	8	4	6	6	3	2	0	0	2	7	0	9	6	0	7	4	0	7	2	9	9	2	3	0	4	5	0	3	8	4	8	10	10	9	4	19	7	11	3	5	13	3	3	0	2	6	0	2	5	4	0	0	10	5	5	0	2	4	2	2	2	0	0	9	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	3	0	3	0	4	0	7	7	3	3	4	3	0	6	5	5	0	0	2	2
chr10:23674644-23681938	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	5	6	2	3	4	8	4	6	0	5	0	0	3	5	0	6	2	3	2	4	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	4	2	0	0	7	2	0	6	0	0	5	4	2	0	0	0	4
