ID	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_10	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_11	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_1	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_2	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_3	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_4	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_5	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_6	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_7	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_8	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99	Tube_9
chr17:26958517-26962105	14	38	39	16	38	48	48	27	22	13	23	27	14	25	19	19	19	32	14	19	11	15	26	13	28	25	21	43	53	55	55	59	97	70	22	73	29	42	53	22	34	23	42	22	25	27	27	36	29	62	12	38	31	27	56	22	33	41	30	52	25	22	23	24	12	29	19	20	23	46	17	24	26	17	17	24	13	16	24	17	48	26	8	12	10	4	5	11	6	18	6	36	11	14	10	22	34	27	7	31	17	32	28	32	10	35	9	20	6	9	4	10	14	35
chr17:6187486-6189431	20	125	125	90	95	130	239	77	87	51	42	101	71	81	88	87	80	82	74	60	65	83	60	65	89	23	35	89	73	99	85	121	106	117	72	104	39	85	118	98	88	65	166	83	82	61	61	89	48	87	67	51	83	45	49	35	70	60	46	114	54	46	59	66	56	71	48	53	57	53	54	16	24	12	22	11	34	30	21	34	86	19	12	11	17	18	13	27	20	10	12	53	18	43	25	46	64	60	17	46	41	48	55	38	57	91	50	47	59	31	42	52	44	21
chr18:35743924-35746555	11	34	25	28	28	51	22	22	25	37	9	21	39	61	35	37	15	13	16	14	16	18	15	8	18	4	9	31	25	29	55	25	70	65	32	20	9	66	23	31	9	16	32	33	26	13	19	6	18	14	7	16	11	15	5	18	10	12	11	21	12	19	11	9	7	26	11	10	10	14	12	6	13	8	12	9	6	9	15	10	13	13	6	21	12	21	11	12	12	11	16	9	20	7	16	27	20	20	9	20	24	14	17	28	20	28	10	18	12	9	9	11	7	11
chr18:35926518-35934420	19	17	36	17	35	40	22	8	26	12	6	20	35	27	22	31	12	25	23	14	14	33	15	13	20	5	16	22	26	36	44	26	33	73	29	23	8	33	36	45	39	29	52	35	24	36	17	14	28	31	9	13	15	3	7	14	14	13	13	20	11	21	22	29	9	21	16	7	22	13	8	6	6	3	4	2	2	3	5	6	11	1	8	9	11	6	8	20	7	9	13	2	13	12	10	19	17	21	7	16	13	13	16	17	15	32	28	32	27	10	2	6	11	8
chr1:87291826-87307730	25	42	62	34	51	51	44	33	40	36	15	33	54	49	45	50	31	54	49	28	28	38	25	24	41	11	27	63	103	112	86	59	79	120	76	71	22	65	109	74	106	49	108	73	47	47	52	43	41	62	22	42	41	36	42	38	31	29	31	50	40	54	58	50	51	42	27	17	46	30	30	18	19	15	19	13	17	20	10	8	55	14	14	31	39	18	15	22	26	16	28	27	32	13	14	45	25	36	6	29	44	36	42	14	48	59	10	53	26	9	6	19	15	21
chr18:75247861-75259990	18	49	28	14	21	39	41	6	12	9	10	10	16	25	19	19	11	28	25	19	8	8	13	6	13	3	4	19	21	23	22	28	22	21	17	7	8	25	24	23	19	19	33	3	8	13	18	21	22	41	52	36	39	38	30	40	36	48	9	17	19	29	23	34	26	28	10	26	32	6	22	14	19	10	8	15	12	6	7	5	12	21	5	14	12	13	8	20	14	17	24	10	17	21	36	33	8	28	7	33	28	37	10	10	27	31	5	20	22	12	13	11	21	6
chr19:4842426-4844037	37	64	53	49	38	67	61	34	29	54	32	50	47	112	51	68	39	50	61	23	25	46	34	18	62	8	13	46	66	64	59	67	53	57	39	57	35	79	69	58	68	44	79	40	32	21	32	61	51	78	76	94	77	70	83	104	91	65	15	77	98	77	79	80	77	60	56	45	93	62	81	29	23	24	24	22	26	27	18	23	54	20	24	35	51	35	19	30	25	18	18	22	30	47	22	69	39	55	9	60	41	58	36	40	41	42	32	57	32	15	17	31	10	23
chr2:139884014-139899419	17	58	77	34	48	82	75	29	25	26	17	32	32	32	30	43	25	23	31	18	35	46	28	11	33	24	12	67	56	50	90	53	76	79	45	50	12	39	35	46	55	49	59	24	15	23	12	33	32	28	21	28	37	11	31	21	29	25	8	39	17	34	24	32	30	22	21	14	25	26	16	18	33	35	23	19	13	17	22	24	32	33	14	26	20	14	13	10	13	18	22	27	13	36	15	28	33	34	9	33	36	36	28	38	32	28	29	25	16	19	15	14	18	12
chr2:25855675-25856960	8	28	23	30	31	33	15	18	22	20	5	22	29	43	48	46	5	20	11	2	6	7	6	9	6	5	5	13	15	25	32	23	32	34	13	21	3	22	41	37	22	17	59	28	14	7	13	25	17	47	32	58	20	28	18	39	30	31	6	35	47	46	46	52	68	32	22	22	44	4	30	5	7	7	4	2	3	1	5	11	5	3	2	9	19	6	13	9	2	6	7	9	5	5	9	5	18	4	3	8	11	10	12	13	4	21	10	24	6	8	2	6	10	5
chr2:34322015-34334418	10	22	19	3	20	10	10	9	9	3	13	13	11	19	16	9	12	22	17	4	15	15	20	8	24	9	11	15	20	15	17	31	27	15	20	12	9	19	28	23	24	15	16	22	8	15	18	7	9	13	4	4	9	1	3	1	5	3	13	14	5	8	8	11	8	4	6	2	8	8	3	6	8	4	3	8	8	6	4	2	12	5	19	8	10	10	14	10	2	6	19	6	7	5	8	13	18	11	4	9	17	9	22	15	13	21	13	10	14	7	5	1	14	9
chr2:92044394-92061069	14	35	39	33	49	45	45	22	24	15	9	20	35	43	49	28	22	31	30	19	23	25	26	26	18	8	18	57	44	68	98	69	72	102	52	53	7	59	76	72	59	46	78	65	29	27	37	20	29	16	21	33	18	16	27	18	33	22	10	27	39	51	41	56	49	39	23	28	31	21	27	8	9	7	1	5	12	13	7	11	21	4	10	22	14	24	6	12	12	13	19	16	16	19	11	15	14	22	7	22	17	16	22	19	19	39	21	26	16	14	3	10	10	7
chr3:135361261-135375100	23	105	143	60	123	129	102	84	96	48	27	56	97	58	97	104	22	24	23	29	19	36	59	14	28	6	10	17	13	29	38	27	55	50	32	19	20	51	56	23	29	24	53	28	17	18	18	34	13	52	26	49	44	33	44	31	24	36	22	39	31	40	29	29	34	44	47	42	63	27	49	11	11	9	10	2	6	13	2	5	25	8	9	20	7	7	11	12	17	12	20	29	12	26	56	38	15	60	27	47	38	47	20	21	30	43	15	67	30	64	23	20	9	16
chr3:51215471-51233456	7	47	40	26	53	74	41	20	30	13	8	36	45	58	37	37	15	25	21	6	9	11	16	15	9	7	3	9	13	18	29	9	30	27	23	8	8	24	30	14	12	13	19	11	8	3	12	16	4	29	30	36	26	19	27	36	41	45	15	20	35	37	28	22	16	21	25	26	29	5	22	6	13	9	10	4	5	6	1	3	16	5	4	6	13	7	7	7	4	1	3	5	6	11	6	4	16	10	1	4	12	14	11	16	11	18	11	21	8	6	3	5	4	5
chr4:130445465-130446662	11	21	18	27	7	21	21	7	14	16	2	11	39	60	10	30	7	15	11	5	8	32	18	10	16	1	9	18	27	39	19	23	20	43	18	23	7	20	28	23	29	16	41	18	16	19	15	18	4	18	10	30	15	17	24	18	33	20	17	24	20	21	23	19	5	15	14	23	16	14	23	5	15	6	7	5	6	2	4	5	11	5	8	13	15	10	8	13	10	16	9	9	13	7	5	9	14	17	14	4	17	3	11	10	10	11	12	12	12	8	3	2	9	6
chr4:34839332-34839986	4	34	24	10	35	16	18	11	21	21	4	10	22	23	33	11	11	20	14	7	5	29	18	1	10	5	6	8	8	10	12	22	5	17	3	16	1	6	13	28	20	14	16	15	11	12	10	10	9	17	7	17	16	10	15	9	16	13	8	12	21	14	12	10	12	10	12	13	7	5	12	3	3	3	5	3	2	3	6	7	8	3	8	9	4	10	8	1	2	2	5	10	3	7	8	9	1	24	6	12	11	6	7	5	14	16	6	5	9	9	7	8	2	1
chr4:59514274-59524476	8	8	24	11	12	11	12	10	18	9	16	11	35	37	16	26	19	33	20	22	34	38	28	16	20	3	27	17	19	34	62	13	83	77	35	22	17	97	54	26	31	15	48	47	16	13	13	25	10	4	4	15	17	3	5	6	10	4	19	11	3	3	3	1	1	1	3	3	6	22	4	12	5	7	5	6	3	8	8	12	34	13	4	8	11	9	11	12	12	14	13	8	11	5	24	19	19	22	5	17	17	18	32	41	11	13	16	20	14	9	7	8	3	12
chr4:9583812-9610938	13	29	52	15	32	53	44	24	26	15	5	16	34	24	33	32	13	14	5	6	4	10	8	10	11	1	2	24	25	32	35	28	40	29	18	34	2	17	35	27	33	19	26	11	10	8	19	5	12	32	31	20	17	11	26	30	20	35	5	48	31	24	41	24	20	6	12	13	23	8	4	17	9	10	12	8	7	11	16	2	13	5	15	6	6	16	10	20	23	5	15	7	9	6	2	10	7	10	1	6	8	2	8	4	10	14	6	7	10	2	4	6	9	2
chr5:106765937-106767508	3	26	12	11	23	22	19	12	13	5	12	11	8	30	25	18	9	15	5	3	13	8	10	2	6	8	1	15	7	24	28	31	32	26	9	26	5	22	8	6	8	2	11	5	2	1	1	11	1	11	11	9	20	16	12	10	8	32	4	23	3	10	7	4	4	19	10	3	9	22	8	12	14	5	6	15	18	2	3	24	15	13	4	5	1	3	1	1	1	3	2	16	1	8	10	22	10	36	10	17	14	17	8	11	10	7	5	14	4	3	1	3	3	12
chr5:3797021-3822787	22	34	26	20	14	27	33	4	20	19	15	21	32	20	28	26	33	60	30	27	18	31	27	26	43	19	45	76	59	90	94	97	72	110	71	94	30	77	92	99	125	95	138	83	55	86	77	30	98	16	11	12	11	10	11	5	9	14	14	39	23	16	9	21	8	22	9	6	9	29	5	3	7	9	14	14	8	9	13	7	32	13	9	16	21	14	5	10	5	16	13	15	5	43	25	26	25	39	5	36	29	24	32	53	43	46	31	38	26	17	11	31	23	15
chr5:65723332-65751891	23	55	40	46	51	65	64	39	31	24	51	26	86	100	60	64	64	55	46	43	34	56	63	36	64	13	31	64	61	94	78	89	103	84	66	65	37	73	70	63	68	35	85	47	30	27	47	59	23	30	38	21	45	25	48	40	35	60	28	51	68	47	70	61	50	39	47	31	32	58	51	17	34	25	15	19	30	29	26	16	48	45	18	25	27	23	17	19	13	17	21	36	27	54	29	65	49	73	7	53	46	32	70	60	42	62	40	35	55	24	12	21	25	37
chr6:52596962-52607334	5	21	11	15	25	50	21	18	11	5	4	6	13	13	6	6	12	19	14	11	16	19	11	9	20	2	12	19	34	29	15	37	48	32	23	44	5	34	28	25	28	13	33	17	14	14	15	18	10	29	12	6	18	8	33	5	26	16	4	36	4	4	8	7	15	12	9	3	13	6	4	13	20	9	16	16	11	18	17	17	15	15	23	21	14	25	14	27	22	9	21	6	15	19	5	15	7	6	23	10	7	6	14	10	6	15	17	9	15	10	6	7	12	8
chr6:8537817-8582790	11	20	9	7	10	10	7	7	5	11	22	6	9	6	4	3	17	38	25	16	30	26	30	19	26	12	14	22	25	38	30	18	21	28	15	25	7	18	27	34	22	14	36	25	15	12	10	32	15	20	11	4	7	7	8	4	24	3	13	35	9	3	2	1	3	4	1	2	3	28	4	7	4	6	21	12	19	26	8	7	23	15	6	13	10	12	12	15	10	7	12	22	11	27	26	26	8	36	4	48	33	36	18	23	19	35	16	20	12	10	5	4	16	7
chr7:120647061-120656622	29	68	70	38	61	54	65	33	57	39	24	34	62	51	54	30	35	60	63	32	47	63	32	17	32	10	27	53	72	72	91	104	117	80	62	103	16	76	80	81	86	44	113	51	42	52	44	54	36	29	19	11	19	9	20	13	22	27	22	45	20	21	17	14	9	23	16	16	15	35	15	11	28	7	20	11	8	16	10	14	52	7	6	15	16	8	6	19	16	6	13	36	8	59	15	48	40	57	8	44	70	57	49	33	44	60	52	54	60	27	25	32	41	22
chr7:120651310-120656622	3	25	16	12	23	20	48	14	6	10	1	9	14	15	16	4	6	15	9	3	11	10	12	2	12	4	4	33	24	32	31	39	45	29	19	29	9	28	12	12	15	8	19	15	3	13	12	24	7	29	14	5	25	14	8	10	18	10	13	27	6	5	13	7	8	8	2	3	5	13	11	6	10	3	6	14	5	4	4	10	19	5	1	5	2	4	5	5	5	6	1	9	8	22	7	22	11	28	4	11	16	17	5	13	13	10	7	4	7	4	3	1	3	9
chr7:132549773-132552164	12	38	37	37	31	31	51	21	34	24	6	28	40	44	31	32	16	28	11	13	12	22	17	14	21	3	7	33	20	27	24	19	33	31	16	36	7	20	23	35	38	10	28	17	25	31	12	14	11	69	59	56	37	63	53	79	44	61	7	60	86	59	94	61	54	61	60	59	48	8	69	28	29	12	12	18	4	18	29	13	10	13	21	37	14	30	8	15	20	20	27	11	26	9	5	18	21	27	3	11	15	14	19	20	18	27	6	14	18	4	10	9	9	5
chr7:99584369-99604747	22	125	100	54	96	124	136	48	94	47	26	21	93	63	102	72	37	66	41	40	37	38	47	22	41	31	13	74	110	83	96	95	171	114	71	105	23	74	56	41	89	50	70	76	45	45	28	47	41	58	35	29	50	34	38	39	18	60	21	54	58	45	36	57	21	38	35	24	33	32	46	83	63	56	68	61	64	64	66	58	37	61	51	57	62	41	47	67	91	63	58	36	69	18	26	36	44	56	8	31	40	33	42	41	29	40	24	52	26	18	14	15	17	15
chr8:41529269-41537877	26	18	15	13	1	7	10	10	5	4	9	6	3	13	14	2	16	19	47	9	14	21	18	10	23	6	4	54	82	80	78	123	99	111	63	98	2	76	84	99	87	70	70	73	59	53	57	25	39	17	8	9	11	6	6	4	22	1	2	31	2	1	6	3	5	3	1	3	2	20	3	55	60	36	24	28	40	44	40	48	10	47	27	46	24	43	32	62	37	44	39	11	28	27	25	37	8	48	12	45	26	29	15	14	33	43	11	18	23	14	8	14	17	6
chr8:68335633-68361541	10	9	8	14	9	8	18	6	12	4	11	7	10	2	15	8	6	5	19	5	5	14	8	5	10	4	2	9	12	28	24	14	27	37	8	7	5	24	18	8	19	13	19	24	4	6	6	6	2	12	5	6	7	4	5	13	3	5	1	14	10	7	7	18	5	11	10	5	12	7	8	23	31	28	14	11	16	18	32	20	16	16	10	25	22	25	9	14	20	17	20	3	14	25	12	15	18	30	9	18	14	13	7	7	14	13	9	14	21	12	4	5	20	5
chr8:73121748-73134150	17	11	16	7	11	17	27	9	6	1	13	3	6	8	22	16	19	35	5	6	11	23	22	20	30	12	6	14	41	40	39	52	37	46	20	53	22	36	22	19	17	22	29	25	11	12	11	25	8	23	6	17	9	8	26	9	14	14	18	34	10	9	9	2	10	14	4	6	8	20	13	17	13	17	16	23	11	20	15	17	28	9	17	9	7	9	10	13	9	10	18	23	12	14	19	32	26	29	6	36	42	51	31	26	28	22	13	10	6	12	8	15	10	16
chr8:85498413-85498944	26	190	215	110	212	164	190	137	154	146	25	132	169	217	225	268	53	59	64	33	21	46	58	43	25	10	25	37	33	46	55	59	31	55	35	51	9	53	104	72	93	44	89	46	49	48	47	40	40	143	135	154	129	109	129	109	144	187	25	125	188	230	204	247	168	184	153	89	157	30	134	29	31	35	30	14	15	34	30	23	37	29	52	54	48	47	57	52	56	37	48	28	37	43	32	41	28	69	8	32	56	25	38	29	45	72	25	63	21	39	21	31	38	19
chr9:55745404-55767202	4	8	14	9	19	9	17	7	10	3	10	4	13	9	19	14	6	13	6	17	11	14	15	21	27	4	13	21	24	31	29	47	43	24	11	49	8	24	22	29	33	20	30	11	11	18	9	16	15	1	11	14	6	13	13	8	12	8	7	11	12	7	12	17	3	5	9	5	4	24	8	8	10	9	12	6	6	4	10	9	19	8	9	10	7	8	13	9	10	13	16	21	15	16	11	16	17	18	4	18	17	24	10	27	12	27	12	16	11	13	4	11	6	14
chr9:66447344-66474185	22	36	30	7	24	30	28	20	23	16	23	10	17	24	39	29	26	31	31	29	29	45	59	19	56	15	36	12	19	17	16	16	17	22	8	23	24	18	22	21	27	23	49	29	18	25	19	22	10	22	4	3	5	3	10	13	9	11	24	16	19	13	17	13	9	7	11	5	10	38	10	9	6	1	8	9	14	3	13	10	29	12	5	13	17	12	11	10	9	6	5	23	12	34	19	31	42	34	15	33	49	17	28	30	28	63	47	53	37	27	19	13	14	15
chr9:96474003-96493552	94	143	137	66	141	133	86	61	101	87	48	75	131	71	102	112	194	252	336	121	113	198	170	114	154	29	93	164	207	233	301	201	310	359	217	240	69	265	248	187	250	157	237	212	141	120	110	126	114	40	55	33	58	31	50	35	67	53	61	37	44	57	71	63	46	46	48	38	49	113	45	13	13	10	11	13	4	6	13	6	138	4	1	15	5	6	3	7	4	8	3	81	3	93	92	136	102	213	53	147	142	144	113	103	141	236	116	275	171	98	88	55	66	76
chrX:93141889-93145986	6	26	22	10	27	30	21	18	27	16	14	24	20	14	23	25	13	15	14	16	12	15	9	7	11	3	9	9	24	36	24	21	24	23	11	20	11	15	19	21	22	19	32	24	10	20	17	17	22	11	11	17	18	10	10	16	7	24	5	15	15	27	19	22	19	14	8	5	19	8	22	1	11	2	6	4	5	1	6	5	15	1	5	8	12	7	5	10	5	8	5	6	4	10	11	10	9	9	7	11	11	11	7	9	20	10	12	13	9	15	11	5	6	11
chr10:25143206-25165628	11	30	38	19	15	32	34	18	30	17	10	11	33	52	29	27	7	11	10	14	5	14	3	19	5	8	7	18	15	26	18	14	26	19	26	24	7	38	34	13	27	7	30	9	8	7	9	19	6	45	15	5	35	20	22	13	18	14	7	55	10	9	12	17	3	9	8	5	10	13	16	12	3	10	4	4	10	3	6	4	22	7	1	3	4	7	5	2	5	5	2	5	10	9	8	18	20	13	3	27	12	14	13	21	8	16	15	11	1	13	0	2	4	15
chr11:19948120-19958477	11	19	13	21	27	43	23	8	35	14	6	16	50	19	29	40	3	17	22	2	6	8	11	5	6	0	9	17	21	20	40	32	31	29	23	25	2	20	28	32	29	17	35	18	17	8	5	10	14	10	9	7	1	11	3	10	13	6	14	7	10	14	8	14	14	12	8	4	9	6	12	13	12	6	8	9	2	7	4	6	6	3	4	4	10	5	4	8	1	7	7	3	8	9	5	5	13	11	7	10	11	5	8	7	5	35	7	15	11	4	4	8	8	5
chr1:138981084-138990709	19	31	53	27	27	50	69	25	61	22	2	20	34	28	41	27	18	42	23	15	24	31	31	15	21	4	10	16	7	14	4	7	11	16	10	13	23	3	24	22	17	13	14	14	12	12	6	18	9	19	32	16	22	16	39	25	13	31	26	30	29	23	33	32	28	27	20	30	38	22	11	3	4	0	1	1	2	2	1	2	18	5	4	3	13	7	1	9	7	10	6	5	3	14	17	15	17	24	9	24	27	28	24	14	28	28	17	48	10	30	9	9	8	16
chr1:155049732-155073181	11	26	24	10	21	15	33	14	7	8	7	11	16	20	16	36	16	19	13	2	10	15	8	4	6	2	4	15	24	23	28	27	38	25	26	23	8	18	44	43	53	11	36	22	29	15	20	17	23	21	4	6	22	7	21	9	23	11	1	19	9	14	19	8	10	6	13	7	6	6	11	10	7	8	1	8	5	3	10	2	22	1	6	7	8	5	5	9	5	3	12	4	17	9	8	5	14	22	4	8	8	6	10	13	6	16	5	13	10	2	2	3	7	0
chr11:6143154-6143476	7	27	33	14	21	30	29	11	22	2	6	5	26	9	19	18	10	28	3	7	26	12	10	4	12	10	9	23	6	23	32	40	44	44	11	26	6	23	12	6	11	2	18	28	9	7	4	17	17	18	10	20	17	10	22	12	18	26	19	21	17	10	13	7	10	12	12	7	22	12	14	8	3	7	2	9	1	2	1	3	21	10	1	0	3	3	10	3	4	7	5	22	5	13	16	10	15	20	3	20	16	14	25	19	13	3	24	3	7	4	4	5	4	15
chr11:6263788-6267080	11	209	185	115	259	138	154	112	212	50	10	48	200	126	208	187	8	8	2	16	10	24	13	1	9	2	6	19	30	25	13	28	21	30	32	23	17	18	41	20	25	16	29	37	20	23	16	31	24	16	37	51	20	22	22	18	21	15	30	14	13	23	24	52	15	31	18	9	37	23	19	5	3	10	3	6	4	5	6	9	24	2	5	12	8	7	3	6	9	6	8	11	14	17	10	5	15	8	5	9	8	5	10	21	12	12	15	22	12	7	1	2	0	12
chr11:70765572-70775794	7	29	42	19	21	33	28	15	29	32	9	30	46	20	37	59	15	20	18	14	31	35	23	21	32	3	21	21	35	30	46	17	24	17	18	24	14	21	29	32	36	30	29	25	13	26	22	20	16	21	5	11	16	8	12	12	15	6	18	16	8	14	10	16	7	17	10	10	8	6	5	12	20	20	9	3	10	12	13	12	16	17	39	26	39	34	20	27	36	16	46	7	27	19	12	2	16	13	0	11	13	8	13	25	22	15	9	15	5	19	12	4	1	7
chr11:70765572-70777997	9	41	17	12	18	26	38	8	7	16	15	10	19	33	40	25	25	29	28	10	23	18	10	5	20	3	12	17	13	27	27	26	17	26	17	21	15	32	26	22	54	19	24	14	14	17	10	24	9	13	10	17	8	6	12	16	10	12	9	12	9	26	15	22	26	12	12	6	11	11	15	8	11	5	21	8	4	17	19	6	25	9	30	33	22	18	22	20	32	19	23	8	32	19	9	11	11	15	0	12	8	11	30	19	14	32	14	23	8	7	6	6	5	10
