ID	Tube_1	Tube_10	Tube_100	Tube_101	Tube_102	Tube_103	Tube_104	Tube_105	Tube_106	Tube_107	Tube_108	Tube_109	Tube_11	Tube_110	Tube_111	Tube_112	Tube_113	Tube_114	Tube_12	Tube_13	Tube_14	Tube_15	Tube_16	Tube_17	Tube_18	Tube_19	Tube_2	Tube_20	Tube_21	Tube_22	Tube_23	Tube_24	Tube_25	Tube_26	Tube_27	Tube_28	Tube_29	Tube_3	Tube_30	Tube_31	Tube_32	Tube_33	Tube_34	Tube_35	Tube_36	Tube_37	Tube_38	Tube_39	Tube_4	Tube_40	Tube_41	Tube_42	Tube_43	Tube_44	Tube_45	Tube_46	Tube_47	Tube_48	Tube_49	Tube_5	Tube_50	Tube_51	Tube_52	Tube_53	Tube_54	Tube_55	Tube_56	Tube_57	Tube_58	Tube_59	Tube_6	Tube_60	Tube_61	Tube_62	Tube_63	Tube_64	Tube_65	Tube_66	Tube_67	Tube_68	Tube_69	Tube_7	Tube_70	Tube_71	Tube_72	Tube_73	Tube_74	Tube_75	Tube_76	Tube_77	Tube_78	Tube_79	Tube_8	Tube_80	Tube_81	Tube_82	Tube_83	Tube_84	Tube_85	Tube_86	Tube_87	Tube_88	Tube_89	Tube_9	Tube_90	Tube_91	Tube_92	Tube_93	Tube_94	Tube_95	Tube_96	Tube_97	Tube_98	Tube_99
chr1:20417435-20434455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	5	4	5	1	6	4	5	0	7	12	8	6	12	7	3	2	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20417435-20451818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	15	2	8	4	2	4	0	9	7	12	10	11	21	8	2	6	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20444080-20447724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	6	7	7	3	6	6	10	0	4	7	6	10	4	10	1	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1:20444080-20451818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	6	6	8	2	7	4	3	4	0	6	4	5	8	4	5	4	2	7	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20573166-20579336	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	30	36	23	28	16	15	16	33	0	20	28	35	39	21	37	18	20	16	13	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
chr1:20573166-20594489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	18	17	33	13	18	25	21	17	0	23	8	19	17	18	33	10	11	12	14	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20573166-20610668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	8	5	11	2	5	6	1	0	4	4	6	2	0	8	9	1	3	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20590378-20594489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	4	5	14	4	4	4	0	0	3	12	9	7	8	18	7	5	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:20590378-20610668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	7	14	5	3	4	1	4	0	1	9	10	6	9	8	6	13	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:24750593-24770980	0	5	0	4	4	6	4	13	6	2	3	0	0	2	2	0	2	3	2	4	3	1	1	2	0	2	6	0	0	2	1	1	4	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	2	7	4	0	3	2	1	3	2	2	2	6	1	1	6	0	1	2	3	0	3	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	2	2	0	0	2	3	2	4	1	0	0	3	0	1	0	0	1	1	2	0	1	6	2	0
chr1:33822122-33825613	0	0	0	1	1	3	1	7	5	1	2	5	1	18	6	2	5	0	3	1	0	0	3	0	0	0	0	0	0	4	4	2	2	2	1	4	0	0	3	6	3	4	6	1	2	2	3	4	0	0	0	1	2	1	3	0	3	1	0	1	2	4	1	2	1	3	0	2	0	0	0	8	2	0	1	0	0	0	0	0	2	0	0	0	3	1	2	1	1	0	1	0	0	0	0	0	1	4	0	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0
chr1:34262885-34268327	0	1	0	7	2	2	4	9	8	0	4	0	2	2	4	0	3	0	0	0	0	0	0	3	0	0	0	0	6	8	7	1	5	1	10	1	3	2	5	0	4	10	1	2	3	0	4	4	1	0	7	0	5	2	7	5	4	0	3	1	1	1	5	4	6	2	0	3	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr1:37529341-37537821	4	10	6	12	11	1	8	14	2	6	1	2	25	7	5	2	6	4	27	17	19	21	25	14	20	35	35	25	3	5	5	0	1	8	4	5	3	37	8	5	5	2	4	2	1	5	3	2	35	0	0	2	2	1	2	1	3	0	4	34	5	0	0	2	2	1	2	1	0	6	22	2	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	32	0	8	19	11	33	12	22	24	14	13	32	52	5	41	24	23	39	6	7	8	11
chr1:38092697-38124733	3	12	1	0	5	0	2	0	4	2	0	0	1	0	3	3	0	1	5	2	2	1	1	7	1	1	3	0	26	24	24	14	20	5	8	24	28	1	12	8	21	21	16	13	10	7	2	5	1	7	16	2	1	15	5	5	3	2	0	1	5	3	0	2	1	3	2	6	0	0	3	0	3	7	1	3	4	6	8	4	10	1	2	2	2	5	8	1	0	5	1	2	2	0	0	3	3	0	0	2	1	2	5	2	3	2	7	4	1	2	4	2	9	1
chr1:43180858-43192414	1	0	0	60	76	25	73	39	69	33	71	42	4	66	73	44	60	67	1	0	0	2	5	1	1	1	2	0	3	3	0	0	4	0	6	3	4	0	1	2	10	10	3	11	2	2	11	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0
chr1:52251362-52254853	0	2	0	0	8	0	1	7	0	2	3	4	2	3	4	1	4	3	9	2	4	0	4	2	5	1	1	4	2	3	4	13	0	4	6	2	1	2	11	8	7	13	6	9	5	1	8	3	3	1	0	4	4	1	0	0	2	2	3	4	0	5	6	2	6	3	8	8	4	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	3	1	0	0	0	0	0	1	4	3	0	1	0	1	0	0	0
chr1:52747323-52748914	6	9	8	6	3	7	1	5	7	2	7	2	10	1	0	1	6	3	3	22	7	12	15	8	7	7	3	7	3	5	3	6	4	9	12	3	6	13	7	3	4	3	0	11	3	3	4	5	13	4	0	2	3	1	5	5	0	3	3	9	0	1	2	0	3	0	1	1	0	1	6	0	4	0	0	0	1	0	0	0	13	7	0	1	0	0	0	0	0	0	1	0	17	0	22	12	21	15	32	10	27	23	17	7	15	7	15	6	5	8	6	6	16	11
chr1:53295788-53321251	1	3	3	29	33	12	17	28	44	10	18	16	6	22	14	14	11	9	11	5	2	5	5	8	5	2	5	3	7	12	8	13	15	10	11	10	12	6	10	12	6	9	3	8	4	6	0	6	2	7	7	7	7	8	10	0	0	4	4	5	0	8	15	4	2	9	0	2	12	5	5	6	1	2	1	0	10	0	5	2	8	5	3	4	0	4	4	4	6	7	6	13	2	4	0	6	3	11	4	0	2	9	12	6	5	3	5	2	4	6	4	4	0	1
chr1:53943408-53953791	0	0	2	10	21	9	37	22	12	7	18	7	4	11	21	8	19	27	0	0	0	0	0	0	0	0	0	0	3	8	3	1	2	2	1	0	4	0	1	1	4	5	1	2	1	1	0	0	3	0	6	10	3	1	1	11	3	0	12	0	4	3	3	3	2	8	3	9	0	3	0	4	0	0	0	2	2	1	4	1	2	0	1	4	3	2	3	0	0	0	1	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
chr1:58456172-58456542	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	2	2	3	1	2	2	2	1	1	1	3	0	1	5	3	6	3	4	15	7	0	8	4	2	4	10	7	8	3	2	2	2	2	1	4	0	0	0	2	1	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	4	0	1	2	0	0	3	1	3	6	0	0	2	0	0	3	3	1	0	2	2	2	1	2	0	0	0	2	2	0	0	0	1	1	5	0	0	0	3	2	0	0	1	0
chr1:58863074-58872933	1	0	0	1	1	0	1	1	0	0	0	2	6	2	1	3	2	2	4	1	1	3	4	7	0	7	1	0	1	0	0	2	6	6	0	1	3	1	0	2	0	0	0	6	6	2	0	1	3	2	2	1	2	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	3	0	3	1	0	1	1	0	0	3	2	0	0	2	1	0	3	2	1	0	0	2	0	2	1	1	0	5	0	2	2	0	0	0	2	1	3	5	1	0	1	0	2
chr1:64117866-64118493	0	1	2	6	15	3	4	8	3	4	5	4	0	3	3	6	9	7	7	5	1	0	4	4	3	2	1	6	1	4	1	0	3	2	1	5	6	2	1	5	2	7	2	7	1	6	2	0	2	1	5	3	1	1	0	2	1	6	3	2	1	0	1	4	2	0	5	4	2	4	0	4	0	0	1	0	0	0	0	1	0	3	0	0	0	1	3	1	0	0	2	2	8	1	2	1	2	3	0	1	1	10	0	0	3	1	3	2	7	3	0	1	1	3
chr1:64590008-64615488	1	1	6	2	7	3	9	8	17	7	8	2	14	2	11	2	6	3	11	3	4	3	4	8	3	13	3	3	7	2	3	5	1	4	4	5	4	6	7	3	3	0	4	3	5	3	10	5	6	0	10	2	2	0	0	9	5	0	0	3	4	2	6	1	2	4	1	1	0	7	4	5	6	1	0	1	6	1	1	2	0	2	2	4	7	2	3	7	0	6	1	0	5	2	3	1	5	1	2	2	5	3	3	1	4	3	4	4	2	3	1	0	5	4
chr1:66801207-66841327	2	1	0	7	2	3	0	9	6	4	4	2	0	4	2	5	3	2	0	0	0	0	0	0	2	0	0	0	0	2	19	6	10	4	6	15	8	0	7	11	12	7	7	5	13	13	8	12	2	10	1	0	4	1	0	1	4	2	1	0	2	0	4	0	3	1	0	0	1	4	1	0	1	0	3	0	0	0	4	1	0	0	1	0	1	0	1	1	0	2	1	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	2	1
chr1:66801207-66846763	0	0	0	3	1	0	0	3	1	6	7	3	0	2	0	4	3	1	0	0	0	0	1	0	0	2	0	0	11	10	8	5	3	4	9	4	7	0	2	10	9	12	5	9	6	18	11	11	0	6	0	3	0	0	0	0	0	1	0	2	2	4	4	0	5	1	1	4	0	1	0	1	1	0	4	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
chr1:66812065-66841327	0	0	3	13	20	13	10	5	11	10	6	12	2	12	3	12	11	4	5	5	2	0	0	5	0	3	3	0	10	9	26	11	10	9	13	27	22	4	14	30	28	22	29	29	34	36	23	28	0	20	3	8	6	8	0	2	5	2	2	1	3	5	7	9	9	8	3	1	6	3	1	4	8	0	0	5	0	0	2	1	0	0	2	3	1	3	3	2	0	6	1	2	0	2	2	0	6	1	2	0	0	2	0	1	6	3	9	0	0	5	4	1	4	3
chr1:66840208-66841327	4	3	0	2	10	5	3	13	11	10	7	2	3	1	5	2	3	7	8	6	2	5	11	2	2	1	5	2	11	18	27	31	14	14	24	20	8	6	23	29	16	21	10	20	17	19	15	15	1	13	10	3	1	4	5	3	9	6	16	5	11	4	1	3	7	3	5	2	3	4	3	7	5	1	4	0	5	4	0	1	0	1	2	3	0	1	0	0	1	0	2	5	8	2	1	6	5	5	3	0	6	5	4	6	3	4	5	5	6	4	1	4	4	0
chr1:66840208-66846763	0	0	1	0	2	1	0	2	0	2	2	1	2	2	7	0	8	5	1	0	0	1	0	0	1	2	0	0	4	2	6	8	8	4	12	3	3	0	7	11	11	15	5	11	6	7	7	6	1	9	2	0	0	3	1	3	0	2	5	0	6	3	6	3	4	4	0	4	1	0	0	6	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	5	0	0	0	2	1	0	3	2	0	0	0	0
chr1:74020073-74036263	0	2	0	5	9	7	4	14	17	9	7	1	1	3	2	1	3	6	0	1	0	0	0	0	1	0	0	0	6	6	1	4	13	8	13	10	9	1	6	2	7	2	3	5	2	8	5	3	1	4	7	5	1	3	0	4	0	3	1	0	4	2	0	0	0	0	0	0	0	0	1	3	0	1	0	0	1	2	1	0	2	0	3	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
chr1:82433444-82434616	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	1	7	6	6	4	7	4	8	0	12	5	10	8	9	11	8	7	6	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:84889917-84907285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	1	0	2	2	0	1	10	9	13	2	10	12	9	2	8	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:87291826-87301833	0	1	0	4	8	3	5	8	3	5	3	2	0	0	4	8	3	12	3	2	0	0	3	0	1	0	0	0	0	0	2	2	2	7	1	0	3	0	6	5	7	0	2	5	6	0	0	0	0	1	3	1	2	8	3	0	2	0	5	3	4	3	7	3	1	2	1	0	1	5	1	2	0	0	1	3	0	1	0	0	0	1	0	0	1	4	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	1	0	1	0	2	0	0	0
chr1:87291826-87307730	5	8	9	21	25	7	20	13	10	8	9	7	9	8	20	13	13	21	19	15	4	8	12	7	6	4	7	6	26	41	50	36	20	16	34	27	26	20	28	56	18	36	16	50	26	17	8	11	6	10	18	3	14	18	13	11	19	8	1	7	10	14	20	17	13	12	16	10	7	9	12	7	2	3	8	2	1	5	10	1	2	7	1	1	6	6	5	5	7	10	4	12	18	4	6	6	11	7	7	0	8	10	16	5	1	11	16	1	17	10	1	0	10	3
chr1:89532320-89562016	0	0	0	2	3	0	2	0	2	2	0	2	11	0	0	0	1	0	1	0	2	1	1	0	0	0	3	0	3	5	6	4	9	1	8	0	3	1	4	1	1	8	2	10	0	3	1	5	1	1	1	2	1	2	0	1	0	0	2	2	3	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	5	1	0	1	1	1	0	0	0	0
chr1:89555483-89562016	0	0	0	3	3	0	5	4	6	1	0	2	1	2	3	6	9	8	1	1	2	2	1	2	0	1	0	0	5	4	1	6	3	2	6	3	5	2	2	1	8	5	3	5	2	2	0	6	4	2	2	0	3	1	7	1	3	2	5	2	0	5	2	0	5	5	5	11	2	4	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	1	2	1	0	2	1	0	2	3	2	1	0	0	1	3	4	2	0	0	1	0
chr1:89591383-89598993	2	1	6	11	8	4	6	2	3	5	3	4	3	6	13	0	5	6	2	5	2	2	6	2	1	1	3	2	2	0	4	5	1	10	6	8	4	3	7	9	1	7	0	8	11	3	3	5	2	2	4	0	2	2	3	5	0	6	3	1	4	3	2	5	1	8	3	3	5	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	5	0	0	5	0	0	1	3	2	1	1	5	4	4	9	2	1	2	1	1
chr1:89762156-89770965	1	1	6	3	2	7	13	1	8	3	1	2	2	1	5	1	0	6	0	0	0	1	0	1	0	0	0	0	5	4	2	4	4	3	1	0	8	0	5	2	3	0	1	4	4	0	4	1	1	4	0	6	1	3	2	4	1	0	0	2	0	2	1	1	0	0	7	2	1	0	3	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	1	0	2	0	0	0	2	0	3	1	3	1	0	0	2	0	1	1	5	0	4	0	1	2	0	0	0	0
chr1:105928661-105939544	2	0	1	5	3	2	6	0	0	2	3	0	1	0	11	0	2	4	3	0	1	0	4	2	0	0	1	0	0	0	5	0	0	7	14	0	7	2	9	2	1	0	0	1	0	0	0	1	0	0	0	2	1	3	0	0	0	0	0	3	1	2	0	2	0	0	1	1	1	0	0	1	2	0	0	2	1	0	0	2	0	0	0	0	0	2	3	0	3	1	1	0	1	1	2	2	2	2	0	0	0	5	0	0	0	0	4	2	0	0	1	1	0	0
chr1:118470832-118483116	0	0	0	2	5	7	3	6	9	0	1	4	0	0	6	1	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1:119476624-119506807	0	0	0	0	1	1	0	0	3	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	6	16	19	11	6	11	15	9	12	0	8	3	6	10	3	5	2	2	10	3	0	7	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	1	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	1	4	1	0	0	1
chr1:119495526-119506807	0	0	1	1	2	3	7	11	0	2	5	0	5	2	0	2	1	4	0	5	3	0	0	0	1	0	0	2	8	12	8	7	8	7	11	3	5	1	12	8	5	21	7	8	9	10	8	7	0	3	3	0	1	0	0	0	0	2	0	5	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	3	0	0	1	0	0
chr1:127719342-127727290	0	0	1	9	6	3	3	10	6	5	6	4	2	4	4	8	2	5	1	2	6	0	2	0	0	1	0	1	1	0	2	2	2	2	3	0	0	2	3	0	0	0	3	0	3	1	1	2	0	0	3	4	5	5	1	3	3	5	3	0	0	1	4	0	8	3	2	3	2	2	0	1	1	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	3	1	2	0	2	0	0	1	4	0	2	1	1	0
