Sex	gene_id	gene_name	gene_type	CorrDir	corrTissueN	corrTissues	medianEstimate
Female	ENSMUSG00000045238	A730035I17Rik	lncRNA	1	1	Pancreas	0.7709342531250698
Female	ENSMUSG00000045327	6330549D23Rik	transcribed_processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000045464	2810002D19Rik	lncRNA	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000045746	B230317F23Rik	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000046085	4931422A03Rik	lncRNA	-1	1	Liver	-0.7319250547113999
Female	ENSMUSG00000046219	C230012O17Rik	lncRNA	1	1	Lung	0.9710083124552245
Female	ENSMUSG00000046415	B430212C06Rik	lncRNA	1	2	Pancreas, Gonadal_adipose	0.8337999481170544
Female	ENSMUSG00000046687	Gm5424	processed_pseudogene	-1	1	Limb_muscle	-0.7807200583588266
Female	ENSMUSG00000046764	A530053G22Rik	lncRNA	1	1	Brain	0.8783100656536801
Female	ENSMUSG00000047643	Gm5454	processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000047676	Rpsa-ps10	processed_pseudogene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000048106	4632415L05Rik	transcribed_unprocessed_pseudogene	-1	3	Limb_muscle, Mesenteric_adipose, Liver	-0.7807200583588266
Female	ENSMUSG00000048603	Gm9828	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000049349	Gm5105	lncRNA	1	1	Lung	0.8209869717864816
Female	ENSMUSG00000049881	2810025M15Rik	transcribed_processed_pseudogene	-1	1	Pancreas	-0.8627121404018638
Female	ENSMUSG00000050066	A130023I24Rik	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000051074	4930579K19Rik	lncRNA	-1	1	Liver	-0.8783100656536801
Female	ENSMUSG00000051537	Gm5124	transcribed_processed_pseudogene	1	1	Pancreas	0.9177788727679403
Female	ENSMUSG00000051606	2010001K21Rik	lncRNA	-1	1	Pancreas	-0.8260009854911462
Female	ENSMUSG00000051832	E230016K23Rik	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000052125	F730043M19Rik	lncRNA	1	4	Limb_muscle, Lung, Pancreas, Mesenteric_adipose	0.7926176949496622
Female	ENSMUSG00000052248	Zeb2os	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000052371	Hoxd3os1	lncRNA	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000052371	Hoxd3os1	lncRNA	1	1	Limb_muscle	0.7807200583588266
Female	ENSMUSG00000052658	5830454E08Rik	lncRNA	-1	1	Mesenteric_adipose	-0.9271050693011067
Female	ENSMUSG00000052769	Gm9889	lncRNA	1	1	Gonadal_adipose	0.8783100656536801
Female	ENSMUSG00000052909	Gm9894	unprocessed_pseudogene	1	2	Pancreas, Liver	0.8490196612130883
Female	ENSMUSG00000052912	Smarca5-ps	transcribed_processed_pseudogene	-1	1	Skin	-0.9121593238215746
Female	ENSMUSG00000052912	Smarca5-ps	transcribed_processed_pseudogene	1	1	Lung	0.9710083124552245
Female	ENSMUSG00000053049	Gm15413	lncRNA	1	1	Gonadal_adipose	0.8295150620062532
Female	ENSMUSG00000053214	Gm9899	lncRNA	-1	4	Pancreas, Mesenteric_adipose, Brain, Brown_adipose	-0.8736469673870968
Female	ENSMUSG00000053263	Gm12592	lncRNA	-1	2	Marrow, Liver	-0.8574850460938778
Female	ENSMUSG00000053332	Gas5	lncRNA	-1	2	Skin, WBC	-0.8170151967733756
Female	ENSMUSG00000053332	Gas5	lncRNA	1	1	Small_intestine	0.9271050693011067
Female	ENSMUSG00000053358	Gm9905	TEC	-1	1	Lung	-0.8533103351879245
Female	ENSMUSG00000053541	Gvin-ps6	unprocessed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000053541	Gvin-ps6	unprocessed_pseudogene	1	3	Limb_muscle, Small_intestine, Pancreas	0.7319250547113999
Female	ENSMUSG00000053749	Gm9920	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000053889	Kirrel3os	lncRNA	1	2	Marrow, Liver	0.8574850460938778
Female	ENSMUSG00000053925	Gm9929	lncRNA	-1	1	Limb_muscle	-0.8783100656536801
Female	ENSMUSG00000054057	A930004D18Rik	lncRNA	-1	1	Liver	-0.8295150620062532
Female	ENSMUSG00000054135	A430110L20Rik	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000054426	A930005H10Rik	lncRNA	1	1	Small_intestine	0.7807200583588266
Female	ENSMUSG00000054488	Gm9946	lncRNA	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000054556	Gm4876	lncRNA	1	1	Mesenteric_adipose	0.8295150620062532
Female	ENSMUSG00000054598	9130230L23Rik	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000054618	Gm9951	lncRNA	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000054944	5330416C01Rik	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000055216	9430025C20Rik	pseudogene	1	1	Mesenteric_adipose	0.9271050693011067
Female	ENSMUSG00000055323	Gm9967	lncRNA	-1	1	Liver	-0.7807200583588266
Female	ENSMUSG00000055833	1700034H15Rik	lncRNA	1	1	Limb_muscle	0.8295150620062532
Female	ENSMUSG00000055961	BC051076	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000055961	BC051076	lncRNA	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000055972	2810407A14Rik	lncRNA	1	1	Brain	0.8783100656536801
Female	ENSMUSG00000056031	9330154J02Rik	lncRNA	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000056032	BC018473	lncRNA	1	1	Mesenteric_adipose	0.8295150620062532
Female	ENSMUSG00000056145	AI504432	lncRNA	1	1	Pancreas	0.8260009854911462
Female	ENSMUSG00000056418	BC043934	lncRNA	-1	3	Marrow, Liver, Gonadal_adipose	-0.8295150620062532
Female	ENSMUSG00000056445	Hoxaas2	lncRNA	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000056687	Gm11696	lncRNA	1	1	Brain	0.8295150620062532
Female	ENSMUSG00000056716	Gm5420	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000056738	A730036I17Rik	lncRNA	1	1	Small_intestine	0.7319250547113999
Female	ENSMUSG00000057036	Gm7536	processed_pseudogene	-1	2	Lung, Skin	-0.9415838181383995
Female	ENSMUSG00000057359	Gm17494	lncRNA	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000057818	1600029O15Rik	transcribed_processed_pseudogene	-1	1	Brain	-0.8783100656536801
Female	ENSMUSG00000058360	Gm10040	pseudogene	1	2	Limb_muscle, Skin	0.8561249457555014
Female	ENSMUSG00000058603	Rpl28-ps1	processed_pseudogene	-1	1	Skin	-0.9121593238215746
Female	ENSMUSG00000058603	Rpl28-ps1	processed_pseudogene	1	1	Small_intestine	0.9759000729485333
Female	ENSMUSG00000059027	9630013D21Rik	lncRNA	1	1	Pancreas	0.7892898305804287
Female	ENSMUSG00000059277	R74862	lncRNA	1	1	Brown_adipose	0.8827348295047496
Female	ENSMUSG00000059775	Rps26-ps1	transcribed_processed_pseudogene	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000060143	Gm10076	lncRNA	-1	1	Skin	-0.9710083124552245
Female	ENSMUSG00000060143	Gm10076	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000060149	BC002059	lncRNA	1	2	Pancreas, Liver	0.8461136012040585
Female	ENSMUSG00000060380	C030014I23Rik	lncRNA	-1	1	Liver	-0.7319250547113999
Female	ENSMUSG00000060419	Rps16-ps2	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000060530	A930017M01Rik	transcribed_processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000061167	Rpl15-ps3	processed_pseudogene	-1	2	Kidney, Mesenteric_adipose	-0.8248519637396701
Female	ENSMUSG00000061167	Rpl15-ps3	processed_pseudogene	1	1	Small_intestine	0.7807200583588266
Female	ENSMUSG00000061728	Btnl7-ps	unprocessed_pseudogene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000062319	Gm10115	lncRNA	-1	1	Gonadal_adipose	-0.8783100656536801
Female	ENSMUSG00000062470	Fbxl12os	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000062496	4930431F12Rik	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000063171	Rps4l	transcribed_processed_pseudogene	-1	1	Skin	-0.9710083124552245
Female	ENSMUSG00000063171	Rps4l	transcribed_processed_pseudogene	1	1	Gonadal_adipose	0.8783100656536801
Female	ENSMUSG00000063286	Gvin-ps7	transcribed_unprocessed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000063286	Gvin-ps7	transcribed_unprocessed_pseudogene	1	5	Limb_muscle, Small_intestine, Pancreas, Liver, Gonadal_adipose	0.8783100656536801
Female	ENSMUSG00000063388	BC023105	processed_pseudogene	1	1	Liver	0.8783100656536801
Female	ENSMUSG00000063611	Gm10134	lncRNA	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000063684	Hadhb-ps	processed_pseudogene	-1	1	Lung	-0.8533103351879245
Female	ENSMUSG00000063714	Sp3os	lncRNA	1	2	Small_intestine, Pancreas	0.7758271557419483
Female	ENSMUSG00000064032	Gm10143	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000064052	Gm5089	lncRNA	1	1	Brain	0.7807200583588266
Female	ENSMUSG00000064337	mt-Rnr1	Mt_rRNA	-1	2	Lung, Pancreas	-0.8727234849533068
Female	ENSMUSG00000064337	mt-Rnr1	Mt_rRNA	1	1	Limb_muscle	0.9271050693011067
Female	ENSMUSG00000064339	mt-Rnr2	Mt_rRNA	-1	1	Lung	-0.9710083124552245
Female	ENSMUSG00000066057	Gm1976	lncRNA	1	1	Small_intestine	0.7319250547113999
Female	ENSMUSG00000066175	2510046G10Rik	lncRNA	-1	2	Marrow, Brown_adipose	-0.9194588584861323
Female	ENSMUSG00000066443	Gm10163	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000066443	Gm10163	processed_pseudogene	1	1	Gonadal_adipose	0.8099531445617963
Female	ENSMUSG00000067224	Gm3695	processed_pseudogene	-1	1	Pancreas	-0.7709342531250698
Female	ENSMUSG00000067736	Gm10222	unprocessed_pseudogene	-1	1	Pancreas	-0.9177788727679403
Female	ENSMUSG00000068180	AY512915	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000068601	Gm10244	lncRNA	1	1	Kidney	0.8076454080357874
Female	ENSMUSG00000069682	Gm10275	transcribed_processed_pseudogene	-1	2	Kidney, Skin	-0.8415467884733222
Female	ENSMUSG00000069755	Zfp125	transcribed_unprocessed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000069939	Gm12070	processed_pseudogene	1	1	Small_intestine	0.8783100656536801
Female	ENSMUSG00000070282	3000002C10Rik	transcribed_processed_pseudogene	1	2	Small_intestine, Liver	0.7319250547113999
Female	ENSMUSG00000070461	9230112E08Rik	lncRNA	-1	2	Skin, Brain	-0.8514666835833122
Female	ENSMUSG00000070960	Gm19680	processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000070997	1700055D18Rik	lncRNA	1	1	Skin	0.8827348295047496
Female	ENSMUSG00000071456	1110002L01Rik	lncRNA	-1	1	Pancreas	-0.8627121404018638
Female	ENSMUSG00000071753	Cdr1os	lncRNA	1	1	Marrow	0.8366600265340755
Female	ENSMUSG00000071793	2610005L07Rik	transcribed_unprocessed_pseudogene	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000072109	A530040E14Rik	lncRNA	1	4	Pancreas, Skin, Liver, Gonadal_adipose	0.8980444692108103
Female	ENSMUSG00000072589	Gm10371	lncRNA	1	1	Kidney	0.8076454080357874
Female	ENSMUSG00000072612	Gm10382	lncRNA	-1	1	Liver	-0.7319250547113999
Female	ENSMUSG00000072612	Gm10382	lncRNA	1	1	Small_intestine	0.8295150620062532
Female	ENSMUSG00000072660	Gm6288	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000072692	Rpl37rt	transcribed_processed_pseudogene	-1	1	WBC	-0.7807200583588266
Female	ENSMUSG00000072761	Gm6712	lncRNA	-1	1	Skin	-0.9121593238215746
Female	ENSMUSG00000072809	9330160F10Rik	lncRNA	1	1	Pancreas	0.8443565629465051
Female	ENSMUSG00000072844	G530011O06Rik	lncRNA	1	4	Marrow, Small_intestine, Liver, Brain	0.7563225565351133
Female	ENSMUSG00000072847	A530017D24Rik	lncRNA	1	1	Brown_adipose	0.8827348295047496
Female	ENSMUSG00000072893	4933439C10Rik	lncRNA	-1	2	Brain, Spleen	-0.8659625273556999
Female	ENSMUSG00000072902	Gm10435	lncRNA	1	1	WBC	0.7319250547113999
Female	ENSMUSG00000073000	Gm10451	lncRNA	1	2	Marrow, Liver	0.8928489747368841
Female	ENSMUSG00000073060	Zxda	unprocessed_pseudogene	1	1	Pancreas	0.8000362836474323
Female	ENSMUSG00000073073	Gm8098	lncRNA	-1	1	Brain	-0.7319250547113999
Female	ENSMUSG00000073144	4930599N23Rik	lncRNA	1	1	Limb_muscle	0.7319250547113999
Female	ENSMUSG00000073147	5031425E22Rik	lncRNA	-1	3	Pancreas, Skin, Spleen	-0.9728456051340167
Female	ENSMUSG00000073164	2410018L13Rik	lncRNA	1	2	Pancreas, Gonadal_adipose	0.8523853299227083
Female	ENSMUSG00000073274	Gm14636	lncRNA	1	1	Skin	0.9121593238215746
Female	ENSMUSG00000073374	C030034I22Rik	lncRNA	1	1	Pancreas	0.7709342531250698
Female	ENSMUSG00000073405	H2-T-ps	unprocessed_pseudogene	-1	1	Mesenteric_adipose	-0.8295150620062532
Female	ENSMUSG00000073405	H2-T-ps	unprocessed_pseudogene	1	3	Marrow, Pancreas, Liver	0.8366600265340755
Female	ENSMUSG00000073478	D730003I15Rik	lncRNA	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000073492	Gm10521	TEC	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000073535	Gm5532	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000073538	E330020D12Rik	lncRNA	1	2	Pancreas, Liver	0.8492494655633835
Female	ENSMUSG00000073590	3222401L13Rik	lncRNA	-1	1	Mesenteric_adipose	-0.9759000729485333
Female	ENSMUSG00000073590	3222401L13Rik	lncRNA	1	1	Brain	0.7807200583588266
Female	ENSMUSG00000073607	Gm10548	transcribed_processed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000073631	Gm10553	lncRNA	1	2	Marrow, Pancreas	0.8819141477516512
Female	ENSMUSG00000073647	Gm10557	processed_pseudogene	-1	1	Brown_adipose	-0.8827348295047496
Female	ENSMUSG00000073787	Gm10575	lncRNA	-1	2	Pancreas, Liver	-0.8369358124763792
Female	ENSMUSG00000073867	AA474408	TEC	-1	2	Marrow, Brain	-0.8440539710894575
Female	ENSMUSG00000073902	Gvin3	unprocessed_pseudogene	1	3	Pancreas, Liver, Gonadal_adipose	0.8783100656536801
Female	ENSMUSG00000074024	4632427E13Rik	lncRNA	-1	2	Marrow, Pancreas	-0.877219449651008
Female	ENSMUSG00000074039	4930520O04Rik	lncRNA	1	1	Brain	0.8783100656536801
Female	ENSMUSG00000074136	4930513N10Rik	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000074146	4930579C12Rik	lncRNA	1	1	Lung	0.8827348295047496
Female	ENSMUSG00000074203	G430095P16Rik	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000074213	Gm10642	lncRNA	1	1	Small_intestine	0.7807200583588266
Female	ENSMUSG00000074219	Gm10644	lncRNA	-1	2	Lung, Brown_adipose	-0.9268715709799871
Female	ENSMUSG00000074284	Gm10658	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000074373	Gm10680	lncRNA	-1	1	Skin	-0.9121593238215746
Female	ENSMUSG00000074461	Gm10699	TEC	1	1	Limb_muscle	0.7807200583588266
Female	ENSMUSG00000074466	Gm15417	lncRNA	-1	2	Skin, WBC	-0.8170151967733756
Female	ENSMUSG00000074629	4930518I15Rik	TEC	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000074629	4930518I15Rik	TEC	1	1	WBC	0.7807200583588266
Female	ENSMUSG00000074635	3110070M22Rik	lncRNA	1	1	Brain	0.7319250547113999
Female	ENSMUSG00000074734	Taf7l2	transcribed_processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000074782	4833422C13Rik	lncRNA	-1	1	Brain	-0.8295150620062532
Female	ENSMUSG00000074783	AU019990	lncRNA	1	1	Pancreas	0.8627121404018638
Female	ENSMUSG00000074813	Morrbid	lncRNA	1	1	Mesenteric_adipose	0.8295150620062532
Female	ENSMUSG00000074987	Wt1os	lncRNA	-1	1	Gonadal_adipose	-0.7807200583588266
Female	ENSMUSG00000075010	AW112010	lncRNA	1	5	Limb_muscle, Marrow, Pancreas, Liver, Spleen	0.8366600265340755
Female	ENSMUSG00000075025	Gm10804	lncRNA	-1	1	Limb_muscle	-0.8295150620062532
Female	ENSMUSG00000075029	4930558J22Rik	lncRNA	1	1	Spleen	1
Female	ENSMUSG00000075279	Mrpl23-ps1	processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000075389	Reno1	lncRNA	-1	1	Gonadal_adipose	-0.7807200583588266
Female	ENSMUSG00000075389	Reno1	lncRNA	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000075511	1700001L05Rik	lncRNA	1	3	Mesenteric_adipose, Brain, Gonadal_adipose	0.8783100656536801
Female	ENSMUSG00000075514	Gm13375	lncRNA	1	2	Mesenteric_adipose, Brown_adipose	0.8317274439317881
Female	ENSMUSG00000075553	Gm5464	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000075553	Gm5464	lncRNA	1	1	Lung	0.9121593238215746
Female	ENSMUSG00000075585	6330403L08Rik	lncRNA	1	1	Mesenteric_adipose	0.8295150620062532
Female	ENSMUSG00000076469	Trbv13-2	TR_V_gene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000076470	Trbv13-3	TR_V_gene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000076473	Trbv16	TR_V_gene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000076480	Trbv29	TR_V_gene	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000076490	Trbc1	TR_C_gene	1	4	Pancreas, Liver, Spleen, Gonadal_adipose	0.8125383106526658
Female	ENSMUSG00000076498	Trbc2	TR_C_gene	-1	2	Marrow, Kidney	-0.9645142463007659
Female	ENSMUSG00000076498	Trbc2	TR_C_gene	1	2	Limb_muscle, Pancreas	0.882594951764481
Female	ENSMUSG00000076749	Trgc1	TR_C_gene	1	1	Gonadal_adipose	0.7319250547113999
Female	ENSMUSG00000076752	Trgc2	TR_C_gene	1	3	Liver, Spleen, Gonadal_adipose	0.7807200583588266
Female	ENSMUSG00000076754	Trgv2	TR_V_gene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000076754	Trgv2	TR_V_gene	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000076757	Trgc4	TR_C_gene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000076928	Trac	TR_C_gene	-1	1	Lung	-0.8827348295047496
Female	ENSMUSG00000076928	Trac	TR_C_gene	1	3	Pancreas, Skin, Liver	0.8443565629465051
Female	ENSMUSG00000078122	F630028O10Rik	lncRNA	1	2	Limb_muscle, Small_intestine	0.80511756018254
Female	ENSMUSG00000078300	Gm2606	processed_pseudogene	-1	1	WBC	-0.7319250547113999
Female	ENSMUSG00000078349	AW011738	lncRNA	1	1	Pancreas	0.8443565629465051
Female	ENSMUSG00000078370	Gm6316	processed_pseudogene	-1	1	Brain	-0.7807200583588266
Female	ENSMUSG00000078636	Gm7336	processed_pseudogene	1	1	Brown_adipose	0.8827348295047496
Female	ENSMUSG00000078684	5830417I10Rik	unprocessed_pseudogene	-1	1	Limb_muscle	-0.7319250547113999
Female	ENSMUSG00000078925	D030018L15Rik	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000078925	D030018L15Rik	lncRNA	1	1	Lung	0.9710083124552245
Female	ENSMUSG00000078952	Lncenc1	lncRNA	-1	1	Spleen	-1
Female	ENSMUSG00000079179	Rab10os	lncRNA	-1	4	Marrow, Pancreas, Brain, Gonadal_adipose	-0.8185802350210203
Female	ENSMUSG00000079242	C730034F03Rik	lncRNA	-1	1	Mesenteric_adipose	-0.7807200583588266
Female	ENSMUSG00000079455	Gm16026	transcribed_unprocessed_pseudogene	1	1	Gonadal_adipose	0.7807200583588266
Female	ENSMUSG00000079499	6530402F18Rik	lncRNA	1	3	Marrow, Mesenteric_adipose, WBC	0.8295150620062532
Female	ENSMUSG00000079669	Gm17396	lncRNA	1	1	Mesenteric_adipose	0.7807200583588266
Female	ENSMUSG00000079737	Bfar	transcribed_processed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000080756	Gm12633	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000080756	Gm12633	processed_pseudogene	1	1	Liver	0.7319250547113999
Female	ENSMUSG00000080792	Gm14367	unprocessed_pseudogene	1	2	Liver, Spleen	0.8659625273556999
Female	ENSMUSG00000080797	Gm15760	transcribed_processed_pseudogene	-1	3	Limb_muscle, Marrow, Spleen	-0.8783100656536801
Female	ENSMUSG00000080801	Gm13310	processed_pseudogene	1	1	Marrow	0.9561828874675149
Female	ENSMUSG00000080810	Gm11737	processed_pseudogene	-1	1	Mesenteric_adipose	-0.7319250547113999
Female	ENSMUSG00000080885	Rpl10-ps6	processed_pseudogene	-1	1	Marrow	-0.9561828874675149
Female	ENSMUSG00000080888	Gm14387	unprocessed_pseudogene	1	1	Pancreas	0.8627121404018638
Female	ENSMUSG00000080917	Pira2-ps1	unprocessed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000080943	Gm13130	unprocessed_pseudogene	1	1	Skin	0.9710083124552245
Female	ENSMUSG00000081077	Gm13899	processed_pseudogene	1	1	Lung	0.8533103351879245
Female	ENSMUSG00000081143	Gm15823	processed_pseudogene	-1	1	Limb_muscle	-0.7319250547113999
Female	ENSMUSG00000081189	Hspd1-ps4	processed_pseudogene	1	1	Mesenteric_adipose	0.7319250547113999
Female	ENSMUSG00000081336	Gm15073	processed_pseudogene	-1	1	Spleen	-1
Female	ENSMUSG00000081453	Gm6767	processed_pseudogene	-1	1	Marrow	-0.8366600265340755
Female	ENSMUSG00000081471	Gm14735	processed_pseudogene	1	1	Liver	0.7807200583588266
Female	ENSMUSG00000081485	Gm12338	processed_pseudogene	-1	3	Limb_muscle, Lung, Mesenteric_adipose	-0.7500000000000001
Female	ENSMUSG00000081574	Gm14429	unprocessed_pseudogene	1	1	Spleen	1
Female	ENSMUSG00000081599	Gm14390	unprocessed_pseudogene	-1	1	Spleen	-1
