Tool	Tissue	Sex	circRNA_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CIRI2	Ileon	Male	chr11:50192585-50199756	2.9207382376651267	-1.2146869435819565	1.1448339670930188	-1.0610158140802806	0.2886827144112059	NA
CIRI2	Ileon	Male	chr11:50198297-50199756	7.948338462045554	-1.4178132004278683	0.5933604907551254	-2.3894634417325693	0.01687300304020521	0.27099358068001606
CIRI2	Ileon	Male	chr11:52127664-52135948	5.145346189751848	0.2726752551544173	0.8383611494872539	0.3252479618374336	0.7449934119032872	0.9366645946927886
CIRI2	Ileon	Male	chr11:6143154-6143476	13.588968639218168	0.5469138906981844	0.6162098189228659	0.8875449139291376	0.37478559628420466	0.8047208534039384
CIRI2	Ileon	Male	chr11:6263788-6267080	14.333930239541267	0.9227566749507455	0.42226077972903886	2.1852767750366744	0.028868559214973454	0.33963633714688063
CIRI2	Ileon	Male	chr11:65109355-65124010	2.7084416212437374	-1.1221144285278892	1.1304107505100258	-0.9926607899134068	0.3208752892220807	NA
CIRI2	Ileon	Male	chr11:69540554-69542549	10.511568572596525	0.5214929575021195	0.48224471626941684	1.0813865655933403	0.27952519509415247	0.7367748307075903
CIRI2	Ileon	Male	chr11:70765572-70775794	22.828702915189645	-0.6160336059094355	0.2962884445051756	-2.079168517483896	0.03760186421514193	0.3616941224504128
CIRI2	Ileon	Male	chr11:70765572-70777997	19.571661215596848	0.31376425506401756	0.44813512630887703	0.7001554590205358	0.48383022434754547	0.8324403433232486
CIRI2	Ileon	Male	chr11:75433984-75436656	4.6911406286699595	0.5876286214041984	0.6666044511578297	0.8815251989145021	0.37803362123520584	NA
CIRI2	Ileon	Male	chr11:77462433-77476320	5.3128867074152595	2.5507043057537704	0.8831464798653742	2.888200727633084	0.003874525319718105	0.10435388194440763
CIRI2	Ileon	Male	chr11:84083905-84086513	5.378963547613627	0.22219017672825195	0.732998897248348	0.3031248444743178	0.7617947211698977	0.9380023215515252
CIRI2	Ileon	Male	chr11:8428225-8429665	26.570786610773666	-0.39143420379097865	0.3384884584938827	-1.1564181701576475	0.24751015291761688	0.7211855313196472
CIRI2	Ileon	Male	chr11:8468199-8469570	17.330681355137834	-0.07716859500265186	0.44287660866884604	-0.1742440072294571	0.8616737017180979	0.9588325219699959
CIRI2	Ileon	Male	chr11:86423598-86426286	6.014898812653202	-0.3630831863593987	0.6788057104792076	-0.5348852856630767	0.5927291837526298	0.8721971975728452
CIRI2	Ileon	Male	chr11:86932614-86950386	4.275910568511033	-0.7728711845481877	0.8718028278808508	-0.8865206212130066	0.37533704712255217	NA
CIRI2	Ileon	Male	chr11:93795985-93803284	7.329595043236503	-1.3329765136793799	0.6013737907937606	-2.2165523906852806	0.02665369401302353	0.32821488042400476
CIRI2	Ileon	Male	chr11:97120656-97129084	3.796945103100321	-1.6566148608560727	0.9762104023627258	-1.6969854621980685	0.08969940906888325	NA
CIRI2	Ileon	Male	chr11:98154296-98158684	20.53545572900827	-0.11702255597518872	0.36554426610775637	-0.32013238019357254	0.7488679804103235	0.9366645946927886
CIRI2	Ileon	Male	chr12:101631812-101660932	4.4923106928501	-0.19178239793555704	0.8378599339791983	-0.22889553511018998	0.8189501109201027	NA
CIRI2	Ileon	Male	chr12:101644773-101660932	4.613389435101214	-0.8603932671132261	0.9368838417531529	-0.9183563946446199	0.3584323116780511	NA
CIRI2	Ileon	Male	chr12:101655219-101660932	3.7390562120536353	-0.8825627603986989	0.93958932215517	-0.9393069286636131	0.3475731822831868	NA
CIRI2	Ileon	Male	chr12:101849515-101856877	8.043264935960629	1.0971638674947306	0.7150142317901448	1.5344643766709611	0.12491545059239301	0.6159482487435843
CIRI2	Ileon	Male	chr12:105793203-105795536	3.896045181767617	-0.6861894140970042	0.7755492926403008	-0.8847785957755471	0.3762760558422598	NA
CIRI2	Ileon	Male	chr12:107955724-107956089	7.003647044552966	0.8366574504493799	0.5635479057164825	1.4846252500675552	0.13764312289271766	0.6159482487435843
CIRI2	Ileon	Male	chr12:108124013-108131431	26.957497251629366	-0.4312266012329348	0.2872303959529815	-1.5013264867118206	0.1332711375148552	0.6159482487435843
CIRI2	Ileon	Male	chr12:111559011-111570998	3.593848064857277	-0.3051395974779159	0.9748734303670146	-0.3130043223796127	0.7542773782570162	NA
CIRI2	Ileon	Male	chr12:111559011-111584817	13.818517117228632	-0.01391739322850128	0.4232497808503101	-0.03288222193651511	0.973768509968774	0.9914350898837149
CIRI2	Ileon	Male	chr12:111824644-111838867	14.61289580458266	-0.19221808269858204	0.4230252138053134	-0.45438918633120895	0.64954873412578	0.8865462452257268
CIRI2	Ileon	Male	chr12:116281450-116287830	24.999658813719112	-0.4375861801997218	0.29550843698216356	-1.4807908182538079	0.13866232399770656	0.6159482487435843
CIRI2	Ileon	Male	chr12:13519842-13534045	3.8790429740732235	-0.7835384307693717	0.9504443381356812	-0.8243917074684254	0.40971702515154645	NA
CIRI2	Ileon	Male	chr12:13532387-13534045	8.657027636525008	-0.40883914206963257	0.6003868734724142	-0.6809594948421493	0.49589712062942526	0.8347601530595326
CIRI2	Ileon	Male	chr12:31883181-31889853	3.641865679887686	-1.2315566736905235	1.1449074540447104	-1.0756822914722934	0.2820693698883939	NA
CIRI2	Ileon	Male	chr12:3492474-3507209	14.516941434471377	-0.23447561614377188	0.36580284698105375	-0.6409890411703554	0.5215298030284432	0.856496099282484
CIRI2	Ileon	Male	chr12:3667606-3698389	12.405062696386786	0.0727114699283118	0.5136656151461295	0.14155409235953348	0.8874322306668094	0.9637704870682553
CIRI2	Ileon	Male	chr12:51694777-51708496	28.363134550887697	-0.34159060832452537	0.3341893472301545	-1.0221469090972362	0.3067113740758405	0.7749048710568051
CIRI2	Ileon	Male	chr12:51702185-51708496	4.000734490116865	-0.7550914043449024	0.9509862211592771	-0.7940087748321172	0.4271903230072139	NA
CIRI2	Ileon	Male	chr12:51806002-51807953	13.493408983016213	-0.029693464903752662	0.39781190512050196	-0.07464197154873523	0.9404995787812489	0.9792830665660427
CIRI2	Ileon	Male	chr12:52562862-52566750	156.75620818090505	0.2818361847300439	0.16905080117691124	1.6671685834549996	0.095480887813356	0.5562957192160456
CIRI2	Ileon	Male	chr12:52562862-52589419	15.707731489540263	0.32880289552699343	0.537249573044584	0.6120114598950226	0.5405301754895924	0.8638702536426466
CIRI2	Ileon	Male	chr12:59191485-59196354	3.8477890594804327	0.5915177336644414	0.8183039816669134	0.7228581882975803	0.4697670137051051	NA
CIRI2	Ileon	Male	chr12:69367147-69369124	7.229915619703926	0.35232472225463884	0.5325483724276128	0.6615825725812897	0.5082387794511595	0.8421920185224006
CIRI2	Ileon	Male	chr12:82387436-82389273	37.12586499590631	1.3337528025130416	0.32489943983379427	4.105124967883407	4.0409636924694286e-05	0.00544183110585883
CIRI2	Ileon	Male	chr12:99257496-99355176	4.275317398449164	0.7569997368507442	0.8263263645128057	0.9161026071061694	0.3596130805191094	NA
CIRI2	Ileon	Male	chr12:99307681-99355176	4.7354997379860455	0.55089350196759	0.6373322134625524	0.8643741683393801	0.3873823784786181	NA
CIRI2	Ileon	Male	chr12:99354620-99355176	5.039339277856703	1.5106533888377616	0.8278019832096264	1.8248970399666402	0.06801656799767533	0.5192200526005278
CIRI2	Ileon	Male	chr13:100671471-100677692	4.302693902139489	-0.2411432317787399	0.7622676329719492	-0.31634982432425246	0.7517369970851154	NA
CIRI2	Ileon	Male	chr13:104003157-104025793	5.037265671828433	-0.13279412711994076	0.6829869355099665	-0.19443143084543374	0.845838081229038	0.9571949154524688
CIRI2	Ileon	Male	chr13:104020651-104025793	77.48845790530471	-0.346026484753179	0.22705480963866737	-1.5239777800956602	0.12751426190291554	0.6159482487435843
CIRI2	Ileon	Male	chr13:104020651-104034436	11.36986173022486	-0.002781921068289032	0.46916827152160345	-0.0059294740014424335	0.9952689919632354	0.9954971063743764
CIRI2	Ileon	Male	chr13:17913502-17947542	4.145439826072477	-0.683615258669194	0.9678349675832595	-0.7063345317809929	0.4799801236509104	NA
CIRI2	Ileon	Male	chr13:17924842-17947542	4.493631539803307	1.99693567257631	0.9131034910994915	2.1869762760097964	0.02874425592687491	NA
CIRI2	Ileon	Male	chr13:17937689-17947542	15.242928326629238	0.47017599407798527	0.411731743217493	1.1419474010038126	0.2534758839502003	0.7211855313196472
CIRI2	Ileon	Male	chr13:32409118-32418380	7.8109442958042345	-1.0042407441270873	0.8149694722603708	-1.2322433886287303	0.21785817992313075	0.7211855313196472
CIRI2	Ileon	Male	chr13:35999892-36000558	23.262693236087955	0.4681935717345334	0.32091721411437296	1.4589232086742223	0.14458624449575405	0.6159482487435843
CIRI2	Ileon	Male	chr13:3606314-3607057	4.504973111643305	-1.9416954595126574	0.8853711784805507	-2.1930863650259553	0.02830115721056497	NA
CIRI2	Ileon	Male	chr13:38072847-38083763	10.995336791304217	-0.6063623094675236	0.4707488129888727	-1.2880803790403959	0.19771798462692727	0.6827185110194754
CIRI2	Ileon	Male	chr13:45948985-46110051	7.5804754795865765	-1.367643933690775	0.5993291966948376	-2.2819577975393424	0.02249183197595801	0.313334486837484
CIRI2	Ileon	Male	chr13:54875723-54879265	28.205486740340298	0.2617046823984636	0.34305777252490977	0.7628589216105313	0.4455475368344007	0.8324403433232486
CIRI2	Ileon	Male	chr13:55381708-55395890	12.858035883924465	-0.09944548361754214	0.4973310389126259	-0.19995832923473195	0.8415131713542112	0.954975621424442
CIRI2	Ileon	Male	chr13:55393331-55395890	5.998909742542004	1.0521171983561755	0.7271789514915223	1.4468477067414696	0.147939581888838	0.6159482487435843
CIRI2	Ileon	Male	chr13:58339536-58346884	9.974148377957714	0.15146065437292716	0.6957087438189539	0.2177069868944211	0.8276574194974298	0.954975621424442
CIRI2	Ileon	Male	chr13:69661009-69664022	5.957647290909317	-0.45439087238906894	0.7286033559939284	-0.6236464170127367	0.5328598199228094	0.8638702536426466
CIRI2	Ileon	Male	chr13:93478264-93492587	5.303695163935217	0.5469053178292741	0.7177291972633555	0.7619939664076377	0.44606360523194083	0.8324403433232486
CIRI2	Ileon	Male	chr13:98065919-98073369	6.3936986976165295	-0.9815194056065244	0.637192514844162	-1.5403812548654536	0.12346744789450499	0.6159482487435843
CIRI2	Ileon	Male	chr14:102133903-102139805	4.64196708135501	0.5508404708038385	0.7224299764383227	0.7624828547668472	0.44577187220141784	NA
CIRI2	Ileon	Male	chr14:105525051-105532326	6.176007005543703	-0.2746872778481715	0.604083377946146	-0.45471749079091506	0.6493124959102798	0.8865462452257268
CIRI2	Ileon	Male	chr14:120562206-120562824	12.270285653788042	0.01656927856792613	0.4314044799197359	0.03840775731167394	0.9693625761067769	0.9914350898837149
CIRI2	Ileon	Male	chr14:14718190-14730314	11.969395638126972	0.21157608739954342	0.424462150751557	0.49845689898363055	0.6181620410175255	0.8721971975728452
CIRI2	Ileon	Male	chr14:21566694-21567566	11.872616456205414	0.48909710382870913	0.40596117217657063	1.2047878894584998	0.22828519636895495	0.7211855313196472
CIRI2	Ileon	Male	chr14:21676787-21687708	5.204883892672115	-0.6575644306182472	0.8396153796854909	-0.7831733988300242	0.43352529367404274	0.8324403433232486
CIRI2	Ileon	Male	chr14:21676787-21714816	5.56692187630526	-0.482098412365024	0.6448442532771708	-0.7476199251446312	0.45468944282335877	0.8324403433232486
CIRI2	Ileon	Male	chr14:27160556-27164577	8.48287880236811	-0.3066785413760194	0.5161199861381544	-0.5942000883762096	0.5523782936766487	0.8638702536426466
CIRI2	Ileon	Male	chr14:34398911-34417062	6.158096750136393	2.7085406232325053	0.9552347852655635	2.835471095705029	0.00457581554835525	0.11553934259597005
CIRI2	Ileon	Male	chr14:34413639-34417062	44.45334283938743	0.4748766710055859	0.243698850763311	1.948620888109165	0.05134071574982135	0.45004937383209054
CIRI2	Ileon	Male	chr14:3924591-3924927	4.215448836827555	-0.9740999414696386	0.8137850001680709	-1.196999135236528	0.23130689180914082	NA
CIRI2	Ileon	Male	chr14:47920840-47923800	4.28358635764142	-0.8840503813621502	0.8055589678770942	-1.0974372039975	0.2724503174448186	NA
CIRI2	Ileon	Male	chr14:54899625-54904618	7.449834658992293	0.2961144712311014	0.5773996145358852	0.5128414771615647	0.6080622134381715	0.8721971975728452
CIRI2	Ileon	Male	chr14:57541050-57550586	5.783068178378444	0.6535871914569723	0.5821379866992551	1.1227358571166897	0.2615496944112031	0.7237402502885346
CIRI2	Ileon	Male	chr14:72800924-72822284	3.8378452538094976	-0.01039759261390416	0.7641816661818153	-0.013606179098557894	0.9891441747198443	NA
CIRI2	Ileon	Male	chr14:75013021-75023830	5.904276054491806	0.7145824765068219	0.7818280979707625	0.9139892495057714	0.36072249463691214	0.8042680020415223
CIRI2	Ileon	Male	chr14:78164610-78177375	20.310021252421794	-0.11920575347811516	0.3859289889735175	-0.3088800190811659	0.757412796570595	0.9380023215515252
CIRI2	Ileon	Male	chr14:8456108-8456690	18.453195239152354	0.9860376074035059	0.4049526055609204	2.4349457044181633	0.01489402439698226	0.261616776364384
CIRI2	Ileon	Male	chr14:8456108-8474756	3.7928555403475825	-0.33726505503896803	0.7633903423136565	-0.4417989544075145	0.6586346952617304	NA
CIRI2	Ileon	Male	chr14:87709512-87724723	8.98544928534268	0.7107549853710754	0.6170500294609294	1.1518595761060235	0.24937878175447237	0.7211855313196472
CIRI2	Ileon	Male	chr15:33250072-33302693	4.2387596703461234	-0.7176783629892809	0.7562575456750606	-0.9489867137109452	0.34262736953755263	NA
CIRI2	Ileon	Male	chr15:4076947-4089478	5.0946397126380525	0.7829755304649059	0.7662984684266296	1.0217631415504689	0.30689301824031884	0.7749048710568051
CIRI2	Ileon	Male	chr15:41660870-41689448	4.5113426549816555	0.8476315921463016	0.8828625263596572	0.9600946544207457	0.3370075785994134	NA
CIRI2	Ileon	Male	chr15:61978997-61979314	10.53086872147824	0.4244029930126995	0.4859169614060046	0.8734064186289897	0.38244159369692127	0.8047208534039384
CIRI2	Ileon	Male	chr15:82709432-82741485	39.293376656376935	-0.2963105710582081	0.36019931972921637	-0.8226294577151415	0.41071874165060973	0.8273372664567152
CIRI2	Ileon	Male	chr15:82735714-82741485	34.17067211054741	-0.07968885522275293	0.7635042444533591	-0.10437251109167994	0.916873736487404	0.9722230696611843
CIRI2	Ileon	Male	chr15:88695500-88696362	31.048840418460745	-0.03342360811275974	0.2931145449256843	-0.11402916945398905	0.9092146703692675	0.9717532455798521
CIRI2	Ileon	Male	chr15:97982851-97985014	4.431481323332238	-1.427677719883295	0.9357832106643278	-1.5256500689617667	0.1270970356719167	NA
CIRI2	Ileon	Male	chr15:99717375-99724718	19.49385962851263	1.059048641069056	0.3587264402822944	2.9522458401328144	0.0031547165650020375	0.09803888402006332
CIRI2	Ileon	Male	chr16:10934659-10946567	9.827268339375228	0.3314943215687835	0.5230010735187017	0.6338310538036205	0.5261910846806046	0.8606526243358876
CIRI2	Ileon	Male	chr16:11048374-11056960	4.954852825179942	0.5064491128602873	0.8781111359003215	0.5767483091317688	0.5641094929150678	0.8638702536426466
CIRI2	Ileon	Male	chr16:13515197-13516939	13.598286251539733	2.3276800700599996	0.5628525167011497	4.1355061956592385	3.5417305866195744e-5	0.00544183110585883
CIRI2	Ileon	Male	chr16:16831172-16833944	14.614120157223304	-0.20940456339462818	0.42101785582847057	-0.4973769176192445	0.618923279776052	0.8721971975728452
CIRI2	Ileon	Male	chr16:16833762-16836339	8.865265662850774	0.11696859069511016	0.5067701036374886	0.23081193988266938	0.8174609049849778	0.954975621424442
CIRI2	Ileon	Male	chr16:30946139-30960615	4.556702834830012	0.7156523201001559	0.8607099246957386	0.8314674892974417	0.40570958679020874	NA
CIRI2	Ileon	Male	chr16:32770662-32782114	35.342883865020596	-0.39860471031495354	0.30438787889684366	-1.3095288543011916	0.19035527031887786	0.6827185110194754
CIRI2	Ileon	Male	chr16:32802198-32808851	5.386560569248926	0.49908882905601115	0.8498209175863238	0.5872870609887221	0.5570109296194021	0.8638702536426466
CIRI2	Ileon	Male	chr16:33241691-33255344	21.65080532688485	-0.1538350156044776	0.3022805004457593	-0.5089147840420539	0.6108119567513659	0.8721971975728452
CIRI2	Ileon	Male	chr16:35269773-35287027	3.876536508099946	0.6898321130111653	0.8667555179409832	0.7958785363719317	0.4261026377837886	NA
CIRI2	Ileon	Male	chr16:35749673-35751960	3.2897977280827657	-1.527604399748241	0.9766053422119364	-1.5641982832986903	0.11777101025405433	NA
CIRI2	Ileon	Male	chr16:3955230-3972897	3.7127424969304608	0.5462362733377891	0.8672422540505178	0.6298543120870241	0.5287899072468598	NA
CIRI2	Ileon	Male	chr16:45262810-45264528	15.612317027969357	0.023419500265895312	0.429152316834164	0.05457153403868314	0.9564798174993109	0.985759811912555
CIRI2	Ileon	Male	chr16:57390013-57392788	5.074603075933446	-0.7409473134754447	0.6798128932014692	-1.0899283036337732	0.2757447276574012	0.7351115865753962
CIRI2	Ileon	Male	chr16:58244924-58253826	8.121488305556655	0.4471931266494306	0.6402983980727631	0.69841362713922	0.48491855663321787	0.8324403433232486
CIRI2	Ileon	Male	chr16:62647527-62651176	6.960039811065606	-0.9131393332592784	0.6261180277885176	-1.4584140573056736	0.14472644827433856	0.6159482487435843
CIRI2	Ileon	Male	chr16:70230433-70238207	6.615526792688248	0.5209263963168714	0.6676622940644303	0.7802243753285869	0.43525881715330317	0.8324403433232486
CIRI2	Ileon	Male	chr16:84810515-84827253	5.803702173026787	0.6986484334784052	0.7830409994365055	0.8922245884713174	0.37227256530139763	0.8042680020415223
CIRI2	Ileon	Male	chr16:91579049-91590655	4.387763688611076	-0.05005966660546345	0.6300679007308785	-0.07945122509398474	0.936673725646427	NA
CIRI2	Ileon	Male	chr16:93644176-93650105	7.402057603931277	0.6980819440676995	0.5348451267230961	1.3052038977053548	0.19182342733581154	0.6827185110194754
CIRI2	Ileon	Male	chr16:93646018-93650786	8.573653681733427	-0.027715146160039186	0.4656841899748394	-0.05951489605334597	0.9525420011730097	0.9842121955854115
CIRI2	Ileon	Male	chr16:94184771-94194033	12.350782272211175	0.43453155765049706	0.48008239425710986	0.9051187105557179	0.3654025007459435	0.8042680020415223
CIRI2	Ileon	Male	chr16:94184771-94204227	36.479829987639135	-0.3367635357634918	0.2994610746741973	-1.1245653082955045	0.26077328135574057	0.7237402502885346
CIRI2	Ileon	Male	chr16:94204173-94212982	5.508305180716946	-0.7563840155351984	0.6191596038720072	-1.2216301108874639	0.22184753650270075	0.7211855313196472
CIRI2	Ileon	Male	chr16:96197569-96223734	9.255642362795816	1.0111326212435274	0.5106888106612607	1.9799388593109601	0.04771039925089177	0.4283333621635617
CIRI2	Ileon	Male	chr17:25599199-25600547	7.198993191014682	-0.5265974822544939	0.7274931349130082	-0.7238521670963439	0.4691564985310337	0.8324403433232486
CIRI2	Ileon	Male	chr17:26955763-26962105	21.928147370883046	-0.576910131558188	0.34358879404475734	-1.6790714410873286	0.09313812132773407	0.5562957192160456
CIRI2	Ileon	Male	chr17:26955790-26962105	6.202517869758407	0.3803697797781038	0.6532945592983441	0.5822331969006923	0.5604096155281109	0.8638702536426466
CIRI2	Ileon	Male	chr17:26958517-26962105	40.87223188678041	0.9549337065994014	0.2729153440067418	3.4990106916663937	4.669878551931825e-4	0.037732618699609144
CIRI2	Ileon	Male	chr17:34599935-34601462	185.753396376232	0.4606839443266658	0.3147273436993214	1.4637557033073865	0.14326070960254303	0.6159482487435843
CIRI2	Ileon	Male	chr17:34599968-34601100	12.865174834938244	0.5723301821654677	0.5307155674340331	1.0784122744554825	0.28084981170536855	0.7367748307075903
CIRI2	Ileon	Male	chr17:34599968-34601241	3.9202152496371103	0.18329812224907438	0.8847187709735809	0.20718235925679027	0.8358674436957223	NA
CIRI2	Ileon	Male	chr17:40155917-40156269	4.0225901571536635	-0.7336295407322273	1.1545550063851304	-0.635421904261794	0.5251532858584358	NA
CIRI2	Ileon	Male	chr17:43156217-43163419	23.491700563205654	-0.22069296244427086	0.33390757894583545	-0.6609402611974566	0.5086506250481825	0.8421920185224006
CIRI2	Ileon	Male	chr17:50343969-50362655	3.897055921129579	-0.9507302865956785	0.8279417410556729	-1.1483057798045588	0.2508423539357046	NA
CIRI2	Ileon	Male	chr17:50913323-50918223	15.375589929179409	0.17459216012138434	0.4146524610978972	0.42105661126213373	0.6737137437791654	0.8962701558344117
CIRI2	Ileon	Male	chr17:6187486-6189431	98.56007768015098	-0.24069429884060128	0.21734269678679183	-1.107441392782187	0.2681031380234247	0.7329640935322301
CIRI2	Ileon	Male	chr17:63778403-63797882	3.388013179020108	0.5461806131698396	0.97366315526983	0.5609543816192544	0.5748286360600432	NA
CIRI2	Ileon	Male	chr17:64931523-64932446	5.128841239959186	-1.193520410918474	0.9254476709704164	-1.2896681772043999	0.197165893124733	0.6827185110194754
CIRI2	Ileon	Male	chr17:65899286-65902049	31.768990812102977	-0.4756667469036986	0.30648890492721237	-1.5519868395127192	0.12066537261089373	0.6159482487435843
CIRI2	Ileon	Male	chr17:74213005-74214740	7.710219516193407	0.9503892666974044	0.630188201717419	1.5081038713631234	0.13152794455731776	0.6159482487435843
CIRI2	Ileon	Male	chr17:79957731-79966902	5.731325398697873	-0.08826297266885647	0.7475342818585023	-0.11807214038320639	0.9060104977675899	0.9708971912416614
CIRI2	Ileon	Male	chr17:80351923-80361070	28.559208469181502	0.13677917574308568	0.2833586683559623	0.4827068694833794	0.6293038849537327	0.876878465530118
CIRI2	Ileon	Male	chr17:81955238-81957067	10.927747538274845	0.7546344327353367	0.6625267893907973	1.139024783328737	0.2546928174501768	0.7211855313196472
CIRI2	Ileon	Male	chr17:83732687-83735677	6.941979047299777	-0.3257461333481861	0.6954539077081574	-0.46839356244567004	0.639503170815011	0.8810071600899118
CIRI2	Ileon	Male	chr17:86405940-86428174	4.087789897221043	0.32704201345634404	0.7119009554414903	0.4593925755493988	0.6459522788674378	NA
CIRI2	Ileon	Male	chr17:86795588-86803539	8.471674645042151	-0.4312001372944099	0.46349354048850777	-0.930326098698028	0.3522022688748412	0.8042680020415223
CIRI2	Ileon	Male	chr17:88770141-88770691	16.166931891072245	-1.0764499817448594	0.3636228210374154	-2.960347699502878	0.0030729201524884076	0.09803888402006332
CIRI2	Ileon	Male	chr18:10129305-10132272	6.083030472065925	0.22578636691019147	0.927850899545552	0.24334337232499142	0.8077394077044704	0.9541716979900762
CIRI2	Ileon	Male	chr18:10574875-10586041	4.917734174696013	0.5275806788042643	0.6501016335957582	0.8115356915597615	0.4170581048329344	0.8324403433232486
CIRI2	Ileon	Male	chr18:10582055-10586041	12.134316159456548	-0.4303116479707387	0.4369448858763178	-0.9848190512808594	0.3247129608999462	0.7978759699760267
CIRI2	Ileon	Male	chr18:25472771-25478019	8.205251058172784	0.6408171783203662	0.6417692242319855	0.9985165291888863	0.3180289533781556	0.7931092417578696
CIRI2	Ileon	Male	chr18:35285654-35287593	4.53045291586661	1.150653065733503	0.8570958315537075	1.3425022306404726	0.17943320760186285	NA
CIRI2	Ileon	Male	chr18:35743924-35746555	21.694036463772267	0.14636748695267163	0.29767686869458826	0.4916992294179308	0.6229319830769813	0.873835142927432
