Database	pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
ORA_H	HALLMARK_PANCREAS_BETA_CELLS	1	1	0	0	16	
ORA_H	HALLMARK_PEROXISOME	1	1	0	0	91	
ORA_H	HALLMARK_PROTEIN_SECRETION	1	1	0	0	91	
ORA_H	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1	1	0	0	46	
ORA_H	HALLMARK_SPERMATOGENESIS	1	1	0	0	64	
ORA_H	HALLMARK_TGF_BETA_SIGNALING	1	1	0	0	52	
ORA_H	HALLMARK_WNT_BETA_CATENIN_SIGNALING	1	1	0	0	36	
ORA_H	HALLMARK_XENOBIOTIC_METABOLISM	1	1	0	0	180	
ORA_M2	GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_UP	3.282337716097735e-5	0.08865594171179982	7.743187515161316	7	149	Dnmt3a, Klf12, Lysmd1, Ppp1r13b, Ptprd, Tcf4, Unc13b
ORA_M2	VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	1.6455479417332977e-4	0.22223124953108186	27.46987951807229	3	18	Serf1, Spsb4, Tubb2a
ORA_M2	SANSOM_APC_MYC_TARGETS	3.935345557850106e-4	0.3543122783917712	5.197004233148812	7	222	Ccser2, Fem1b, Ing4, Ndst1, Nsd1, Taf7, Tubb2a
ORA_M2	HUMMERICH_SKIN_CANCER_PROGRESSION_UP	0.0012178225769465146	0.6276208756569858	8.562040369269285	4	77	Blmh, Cdkn1a, Col5a2, Itgb1
ORA_M2	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	0.0012750823180625532	0.6276208756569858	6.196213425129088	5	133	Cdkl2, Col5a2, Emp2, Lpl, Tubb2a
ORA_M2	REACTOME_DEVELOPMENTAL_BIOLOGY	0.0014170269344480162	0.6276208756569858	4.180199057097957	7	276	Cdkn1a, Col5a2, Efna5, Epha1, Itgb1, Tcf4, Tubb2a
ORA_M2	REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	0.0019305448376043686	0.6276208756569858	29.9671412924425	2	11	Angptl4, Lpl
ORA_M2	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.0019305448376043686	0.6276208756569858	29.9671412924425	2	11	Efna5, Epha1
ORA_M2	LEE_BMP2_TARGETS_UP	0.0020912950318078016	0.6276208756569858	2.742832145526129	11	661	Cbx6, Ccdc28b, Dtx4, Emp2, Hbp1, Lpl, Prelp, Ptprd, Slc16a2, Spsb4, Ypel2
ORA_M2	SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	0.002543296163004818	0.6869442936276013	10.987951807228916	3	45	Abcb6, Col5a2, P3h1
ORA_M2	REACTOME_CELL_JUNCTION_ORGANIZATION	0.0038422684059671273	0.7568181699257998	9.508804448563485	3	52	Angptl4, Fermt2, Itgb1
ORA_M2	REACTOME_BASIGIN_INTERACTIONS	0.004130005210670466	0.7568181699257998	20.602409638554217	2	16	Itgb1, Slc16a1
ORA_M2	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	0.004130005210670466	0.7568181699257998	20.602409638554217	2	16	Col5a2, Itgb1
ORA_M2	HE_PTEN_TARGETS_UP	0.004662308411965363	0.7568181699257998	19.3905031892275	2	17	Cdkn1a, Itgb1
ORA_M2	REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.004662308411965363	0.7568181699257998	19.3905031892275	2	17	Fermt2, Itgb1
ORA_M2	KARLSSON_TGFB1_TARGETS_DN	0.004735552833251242	0.7568181699257998	4.578313253012048	5	180	Dnmt3a, Efna5, Fam234a, Ing4, Slc16a1
ORA_M2	LIM_MAMMARY_STEM_CELL_UP	0.004763387222783634	0.7568181699257998	3.3636587164986476	7	343	Cdkn1a, Col5a2, Fermt2, Itgb1, Lamc1, P3h1, Tcf4
ORA_M2	HEVNER_CORTEX_COMMITTED_TO_CALLOSAL_PROJECTION_NEURON_FATE	0.005224527614189376	0.7839693936625279	18.313253012048193	2	18	Lpl, Ptprd
ORA_M2	WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	0.006017501010803832	0.8042447865076634	8.105866087300019	3	61	Cdkn1a, Cldn1, Itgb1
ORA_M2	BOYLAN_MULTIPLE_MYELOMA_C_D_UP	0.006073802426758701	0.8042447865076634	5.493975903614459	4	120	Cdkn1a, Serf1, Slc16a1, Tarbp1
ORA_M2	SERVITJA_ISLET_HNF1A_TARGETS_UP	0.006252921331603455	0.8042447865076634	5.4485711440804545	4	121	Ccn4, Col5a2, Nebl, Slc16a1
ORA_M2	LANDIS_ERBB2_BREAST_TUMORS_65_UP	0.007086961130295898	0.8289299253320005	15.697074010327023	2	21	Ndst1, Timd2
ORA_M2	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.007193721688159537	0.8289299253320005	4.1411878670460736	5	199	Col5a2, Efna5, Epha1, Itgb1, Tubb2a
ORA_M2	REACTOME_CELL_CELL_COMMUNICATION	0.007487117511463177	0.8289299253320005	7.491785323110624	3	66	Angptl4, Fermt2, Itgb1
ORA_M2	PLASARI_TGFB1_TARGETS_10HR_DN	0.008289994224368108	0.8289299253320005	4.000467890981401	5	206	Cbx6, Lpl, Med12l, Ptprd, Trim37
ORA_M2	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.00847140126274711	0.8289299253320005	14.332111052907283	2	23	Efna5, Epha1
ORA_M2	IGLESIAS_E2F_TARGETS_UP	0.008908722056259876	0.8289299253320005	4.919978421147276	4	134	Col5a2, Itgb1, Lpl, Tubb2a
ORA_M2	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	0.009205385196716969	0.8289299253320005	13.734939759036145	2	24	Dnmt3a, Dnmt3b
ORA_M2	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.009966738593495538	0.8289299253320005	13.1855421686747	2	25	Col5a2, Itgb1
ORA_M2	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	0.010546714270939391	0.8289299253320005	2.1130676552363297	12	936	Bace1, Bak1, D630045J12Rik, Dnmt3a, Dnmt3b, Hbp1, Kdm5b, Mpzl1, Nasp, Purg, Serinc5, Tcf4
ORA_M2	MCCLUNG_DELTA_FOSB_TARGETS_2WK	0.010755110603738436	0.8289299253320005	12.67840593141798	2	26	Col5a2, Tubb2a
ORA_M2	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0.010755110603738436	0.8289299253320005	12.67840593141798	2	26	Angptl4, Lpl
ORA_M2	REACTOME_MET_PROMOTES_CELL_MOTILITY	0.01157015353817729	0.8289299253320005	12.208835341365463	2	27	Col5a2, Itgb1
ORA_M2	DURAND_STROMA_S_UP	0.011841006241325728	0.8289299253320005	3.662650602409639	5	225	Angptl4, Cldn1, Efna5, Lpl, Ppp1r13b
ORA_M2	WAGSCHAL_EHMT2_TARGETS_UP	0.012098132237531756	0.8289299253320005	82.40963855421687	1	2	Cdkn1a
ORA_M2	REACTOME_CHROMATIN_MODIFYING_ENZYMES	0.012212297719592747	0.8289299253320005	4.484878288664864	4	147	Dnmt3a, Ing4, Kdm5b, Nsd1
ORA_M2	REACTOME_ECM_PROTEOGLYCANS	0.012411522842944106	0.8289299253320005	11.772805507745266	2	28	Col5a2, Itgb1
ORA_M2	WP_ONECARBON_METABOLISM	0.012411522842944106	0.8289299253320005	11.772805507745266	2	28	Dnmt3a, Dnmt3b
ORA_M2	REACTOME_RAC3_GTPASE_CYCLE	0.013083890845154711	0.8289299253320005	6.1044176706827304	3	81	Fermt2, Garre1, Itgb1
ORA_M2	WP_GLUTATHIONE_AND_ONECARBON_METABOLISM	0.01327887707507321	0.8289299253320005	11.366846697133363	2	29	Dnmt3a, Dnmt3b
ORA_M2	NABA_CORE_MATRISOME	0.013666502255234182	0.8289299253320005	4.337349397590361	4	152	Ccn4, Col5a2, Lamc1, Prelp
ORA_M2	HOLLERN_EMT_BREAST_TUMOR_DN	0.013969085321262315	0.8289299253320005	5.957323268979532	3	83	Blmh, Cldn1, Epha1
ORA_M2	YAMAZAKI_TCEB3_TARGETS_UP	0.013969990002030579	0.8289299253320005	4.309000708717222	4	153	Itgb1, Lamc1, Slc16a1, Ypel2
ORA_M2	HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN	0.014171877878179681	0.8289299253320005	10.987951807228917	2	30	Dnmt3a, Slc16a1
ORA_M2	REACTOME_ELASTIC_FIBRE_FORMATION	0.014171877878179681	0.8289299253320005	10.987951807228917	2	30	Itgb1, Loxl4
ORA_M2	WP_FOCAL_ADHESION_PI3KAKTMTOR_SIGNALING_PATHWAY	0.014310992382986765	0.8289299253320005	3.4919338370430877	5	236	Cdkn1a, Col5a2, Efna5, Itgb1, Lamc1
ORA_M2	QI_PLASMACYTOMA_DN	0.014424178634062947	0.8289299253320005	5.886402753872633	3	84	Col5a2, Dusp22, Loxl4
ORA_M2	BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.016033481059981595	0.8838047416940875	10.301204819277109	2	32	Slc16a1, Tubb2a
ORA_M2	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.016033481059981595	0.8838047416940875	10.301204819277109	2	32	Col5a2, Loxl4
ORA_M2	LE_EGR2_TARGETS_DN	0.01682533388905698	0.908904536686858	5.555705969947204	3	89	Cdkn1a, Emp2, Lpl
ORA_M2	REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	0.018092857710867327	0.9186954744893335	54.93975903614458	1	3	Slc16a1
ORA_M2	REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0.018092857710867327	0.9186954744893335	54.93975903614458	1	3	Kcnk10
ORA_M2	PILON_KLF1_TARGETS_UP	0.018290526610704662	0.9186954744893335	2.592662785975362	7	445	Col5a2, Fermt2, Garre1, Ing4, Loxl4, Lpl, Ptprd
ORA_M2	MARKEY_RB1_CHRONIC_LOF_UP	0.018367106857617183	0.9186954744893335	5.374541644840231	3	92	Cbx6, Cdkn1a, Trim37
ORA_M2	CUI_TCF21_TARGETS_2_DN	0.02040017051296444	1	2.0942728984553205	10	787	Bace1, Cdkl2, Fermt2, Garre1, Itgb1, Med12l, Nebl, Ppp1r13b, Serinc5, Tubb2a
ORA_M2	SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	0.022199557699207194	1	8.674698795180722	2	38	Nasp, Tcf4
ORA_M2	XIE_TRASTUZUMAB_CARDIOTOXICITY_CIRCRNA_GENES	0.022199557699207194	1	8.674698795180722	2	38	Atad2b, Mpzl1
ORA_M2	MIKKELSEN_NPC_WITH_LCP_H3K27ME3	0.024051642006399754	1	41.204819277108435	1	4	Prelp
ORA_M2	REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	0.024051642006399754	1	41.204819277108435	1	4	Dtx4
ORA_M2	MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	0.025335130537155286	1	2.4238128986534373	7	476	Ccser2, Col5a2, Efna5, Fem1b, Fermt2, Lpl, Tcf4
ORA_M2	MCDOWELL_ACUTE_LUNG_INJURY_UP	0.025593808488291934	1	8.039964736996769	2	41	Angptl4, Cdkn1a
ORA_M2	PASINI_SUZ12_TARGETS_DN	0.02651511958068672	1	2.975077204123352	5	277	Ccn4, Cdkn1a, Efna5, Epha1, Itgb1
ORA_M2	SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	0.02651511958068672	1	2.975077204123352	5	277	Blmh, Cyp2j5, Ptprd, Slc16a2, Sppl2b
ORA_M2	HEVNER_VENTRICULAR_ZONE_AND_UP_PROJECTION_NEURON_FATE_COMMITTED_CELLS	0.02997469799597774	1	32.96385542168675	1	5	Serinc5
ORA_M2	MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	0.02997469799597774	1	32.96385542168675	1	5	Cdkn1a
ORA_M2	BIOCARTA_VOBESITY_PATHWAY	0.02997469799597774	1	32.96385542168675	1	5	Lpl
ORA_M2	REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	0.02997469799597774	1	32.96385542168675	1	5	Itgb1
ORA_M2	REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	0.02997469799597774	1	32.96385542168675	1	5	Kcnk10
ORA_M2	BOYLAN_MULTIPLE_MYELOMA_C_UP	0.030423564918617373	1	7.325301204819278	2	45	Angptl4, Nasp
ORA_M2	INGRAM_SHH_TARGETS_DN	0.030423564918617373	1	7.325301204819278	2	45	0610030E20Rik, Angptl4
ORA_M2	BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	0.0316833214366478	1	7.166055526453642	2	46	Col5a2, Fermt2
ORA_M2	NABA_MATRISOME	0.03223440494518651	1	2.3028641512156405	7	501	Angptl4, Ccn4, Col5a2, Lamc1, Loxl4, P3h1, Prelp
ORA_M2	REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.03492475214394047	1	4.1903206044517045	3	118	Dnmt3a, Dnmt3b, Tdg
ORA_M2	MARTINEZ_RB1_AND_TP53_TARGETS_UP	0.035317751642232595	1	2.2577983165538864	7	511	Cdkn1a, Dusp22, Emp2, Hbp1, Lpl, Prelp, Sppl2b
ORA_M2	BIOCARTA_EPHA4_PATHWAY	0.03586223730613014	1	27.46987951807229	1	6	Itgb1
ORA_M2	REACTOME_SERINE_BIOSYNTHESIS	0.03586223730613014	1	27.46987951807229	1	6	Serinc5
ORA_M2	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.03586223730613014	1	27.46987951807229	1	6	Dtx4
ORA_M2	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.03586223730613014	1	27.46987951807229	1	6	Cdkn1a
ORA_M2	REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.03586223730613014	1	27.46987951807229	1	6	Slc16a2
ORA_M2	CHANGOLKAR_H2AFY_TARGETS_UP	0.03692293335585574	1	6.59277108433735	2	50	Lpl, Spsb4
ORA_M2	REACTOME_COLLAGEN_FORMATION	0.03692293335585574	1	6.59277108433735	2	50	Col5a2, Loxl4
ORA_M2	REACTOME_EPH_EPHRIN_SIGNALING	0.03692293335585574	1	6.59277108433735	2	50	Efna5, Epha1
ORA_M2	MARTINEZ_TP53_TARGETS_UP	0.036930957813278806	1	2.2359204258896046	7	516	Cdkn1a, Dusp22, Emp2, Hbp1, Lpl, Prelp, Sppl2b
ORA_M2	SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	0.03820207126206313	1	3.154435925520263	4	209	Cldn1, Lpl, Nebl, Tcf4
ORA_M2	REACTOME_L1CAM_INTERACTIONS	0.03965914082716897	1	6.33920296570899	2	52	Itgb1, Tubb2a
ORA_M2	ZEILSTRA_CD44_TARGETS_DN	0.04171447032526088	1	23.545611015490532	1	7	Bak1
ORA_M2	BIOCARTA_PPARG_PATHWAY	0.04171447032526088	1	23.545611015490532	1	7	Lpl
ORA_M2	REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.04171447032526088	1	23.545611015490532	1	7	Unc13b
ORA_M2	REACTOME_REGULATION_OF_CDH11_FUNCTION	0.04171447032526088	1	23.545611015490532	1	7	Angptl4
ORA_M2	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	0.04171447032526088	1	23.545611015490532	1	7	Cdkn1a
ORA_M2	WP_HYPOXIADEPENDENT_SELFRENEWAL_OF_MYOBLASTS	0.04171447032526088	1	23.545611015490532	1	7	Cdkn1a
ORA_M2	SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	0.04591482312727428	1	2.305164714803269	6	429	Atad2b, Dnmt3a, Ing4, Itgb1, Nasp, Ptprd
ORA_M2	MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	0.04682155910242204	1	5.783132530120482	2	57	Epha1, Nsd1
ORA_M2	BIOCARTA_LYMPHOCYTE_PATHWAY	0.04753160621080199	1	20.602409638554217	1	8	Itgb1
ORA_M2	REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE	0.04753160621080199	1	20.602409638554217	1	8	Tdg
ORA_M2	REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	0.04753160621080199	1	20.602409638554217	1	8	Tdg
ORA_M2	REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	0.04753160621080199	1	20.602409638554217	1	8	Ptprd
ORA_M2	REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	0.04753160621080199	1	20.602409638554217	1	8	Bak1
ORA_M2	MILI_PSEUDOPODIA_CHEMOTAXIS_DN	0.04809669937103971	1	2.2786075176281164	6	434	Itgb1, Lamc1, Mpzl1, P3h1, Slc16a1, Spns1
ORA_M2	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.048307091638370915	1	5.683423348566682	2	58	Col5a2, Itgb1
ORA_M2	WP_NEURAL_CREST_DIFFERENTIATION	0.048307091638370915	1	5.683423348566682	2	58	Itgb1, Tcf4
ORA_M2	GAVIN_FOXP3_TARGETS_CLUSTER_P3	0.04880566772446815	1	3.662650602409639	3	135	Dgkd, Fam234a, Lamc1
ORA_M2	WP_ALPHA_6_BETA_4_INTEGRIN_SIGNALING_PATHWAY	0.04980969780952653	1	5.58709413926894	2	59	Cdkn1a, Lamc1
ORA_M2	WP_ALZHEIMERS_DISEASE	0.04980969780952653	1	5.58709413926894	2	59	Bace1, Lpl
ORA_M2	REACTOME_SIGNALING_BY_MET	0.05132912137441911	1	5.493975903614459	2	60	Col5a2, Itgb1
ORA_M2	FOSTER_KDM1A_TARGETS_UP	0.051497817032418215	1	3.58302776322682	3	138	Cdkn1a, Lpl, Slc30a3
ORA_M2	REACTOME_NEURONAL_SYSTEM	0.051497817032418215	1	3.58302776322682	3	138	Kcnk10, Ptprd, Unc13b
ORA_M2	PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	0.05331385289632695	1	18.313253012048193	1	9	Cldn1
ORA_M2	BIOCARTA_EPONFKB_PATHWAY	0.05331385289632695	1	18.313253012048193	1	9	Cdkn1a
ORA_M2	BIOCARTA_PRION_PATHWAY	0.05331385289632695	1	18.313253012048193	1	9	Lamc1
ORA_M2	BIOCARTA_UCALPAIN_PATHWAY	0.05331385289632695	1	18.313253012048193	1	9	Itgb1
ORA_M2	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.05331385289632695	1	18.313253012048193	1	9	Dtx4
ORA_M2	REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.05331385289632695	1	18.313253012048193	1	9	Unc13b
ORA_M2	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.05331385289632695	1	18.313253012048193	1	9	Unc13b
ORA_M2	WP_HYPOXIADEPENDENT_DIFFERENTIATION_OF_MYOBLASTS	0.05331385289632695	1	18.313253012048193	1	9	Cdkn1a
ORA_M2	LIN_NPAS4_TARGETS_UP	0.05333206281664711	1	3.53184165232358	3	140	Fam234a, Lpl, Tdg
ORA_M2	WP_PPAR_SIGNALING_PATHWAY	0.0544174077693138	1	5.316750874465605	2	62	Angptl4, Lpl
ORA_M2	WP_MECHANISMS_ASSOCIATED_WITH_PLURIPOTENCY	0.055929967676266755	1	2.7817599511971944	4	237	Cdkn1a, Dnmt3a, Dnmt3b, Itgb1
ORA_M2	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.05598577010847482	1	5.232358003442341	2	63	Angptl4, Lpl
ORA_M2	JARDIM_PERASSI_TRIPLE_NEGATIVE_BREAST_CANCER_MOUSE_XENOGRAFT_MELATONIN_DN	0.059061417098624225	1	16.481927710843376	1	10	Tarbp1
ORA_M2	WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP	0.059061417098624225	1	16.481927710843376	1	10	Tubb2a
ORA_M2	BIOCARTA_MONOCYTE_PATHWAY	0.059061417098624225	1	16.481927710843376	1	10	Itgb1
ORA_M2	REACTOME_CHYLOMICRON_REMODELING	0.059061417098624225	1	16.481927710843376	1	10	Lpl
ORA_M2	REACTOME_REGULATION_OF_CDH11_EXPRESSION_AND_FUNCTION	0.059061417098624225	1	16.481927710843376	1	10	Angptl4
ORA_M2	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	0.059061417098624225	1	16.481927710843376	1	10	Ppp1r13b
ORA_M2	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.059061417098624225	1	16.481927710843376	1	10	Tubb2a
ORA_M2	GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	0.059169699544836515	1	5.071362372567193	2	65	Efna5, Loxl4
ORA_M2	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.059169699544836515	1	5.071362372567193	2	65	Cdkn1a, Tubb2a
ORA_M2	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	0.06078478023337947	1	4.994523548740416	2	66	Col5a2, Itgb1
ORA_M2	REACTOME_RHOG_GTPASE_CYCLE	0.06078478023337947	1	4.994523548740416	2	66	Garre1, Itgb1
ORA_M2	SWEET_LUNG_CANCER_KRAS_DN	0.0614432089484474	1	2.3545611015490535	5	350	Emp2, Fermt2, Ndst1, Ptprd, Tcf4
ORA_M2	CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	0.06477450432472642	1	14.98357064622125	1	11	Cdkn1a
ORA_M2	GIBBONS_GENETIC_MOUSE_MODEL_LUNG_ADENOCARCINOMA_UP_IN_METASTASIS	0.06477450432472642	1	14.98357064622125	1	11	Itgb1
ORA_M2	HEVNER_CORTEX_QUIESCENCE	0.06477450432472642	1	14.98357064622125	1	11	Cdkn1a
ORA_M2	MARSON_FOXP3_TARGETS_STIMULATED_DN	0.06477450432472642	1	14.98357064622125	1	11	Ppp1r13b
ORA_M2	THUM_MIR21_TARGETS_HEART_DISEASE_UP	0.06477450432472642	1	14.98357064622125	1	11	Col5a2
ORA_M2	WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	0.06477450432472642	1	14.98357064622125	1	11	Bak1
ORA_M2	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.06477450432472642	1	14.98357064622125	1	11	Cdkn1a
