pathway	pval	padj	log2err	ES	NES	size	leadingEdge
MIR_106A_5P	4.140482108386466e-6	2.82380879791957e-4	0.610526878385931	0.35574192392189563	1.6738656737896382	372	Pkd2, Kcnk10, App, Ankrd33b, Med12l, Lama3, Slc17a8, Akap13, Npas2, Ccng2, Nedd4l, Tbcel, Hbp1, Prr14l, Map3k13, Sash1, Pgm2l1, Tmem64, Ints14, Eri1, Zfp91, Fibin, Zfp367, Creb1, Dnal1, St6galnac3, Klhl28, Mosmo, Zfand4, Ssh2, Clock, Kat2b, Ncoa3, Tspan9, Tgfbr2, Wdfy3, Agfg2, Gid4, Map3k14, Nr2c2, Gab1, Cnot6l, Fbxo28, Zbtb4, Mapk4, Rest, Ankib1, Mcl1, Cc2d1a, Tbc1d8b, Kmt2a, Cep97, Spopl, Ldlrap1, Unk, Psd, Kcnb1, Gpc6, Ankrd52, C2cd2, Arhgef11, Tiam1, Epha7, Zhx2, Rbbp7, Timp2, Pdgfra, Stxbp5, Zfp236, Mospd2, Slc40a1, Map3k2, Suco, Tasor, Ago1, Nfat5, Foxj3, Tmed8, Ahnak, Acsl4, Fnbp1l, 2510009E07Rik, Zbtb41, Elk3, Zfp512b, Sh3pxd2a, Zfp148, Bahd1, Rps6ka5, Rapgefl1, Dnajc24, Rnf150, Bicd2, Arhgap12, Pbx3, Reep3, Luzp1, Rsbn1, Ppp1r21, Irf2bp2, Mtmr3, Btbd10, Kdm2a, Mex3d, Arid4b, Txnip, Mier1, Map7, Klf11, Fat4, Atxn1l, Fgd4, Usp32, E2f1, Akt3, Ezh1, Kmt2b, Rb1, Laptm4a, Septin2, Dock4, Rab10, Ddhd1, Nup35, Brms1l, Rnf6, Purb
MIR_106B_5P	1.9277166813340046e-5	8.327103894033999e-4	0.5756102610711286	0.3398944808358131	1.6139821990754635	408	Pkd2, Kcnk10, App, Ankrd33b, Med12l, Lama3, Slc17a8, Akap13, Npas2, Ccng2, Nedd4l, Tbcel, Hbp1, Prr14l, Map3k13, Sash1, Pgm2l1, Tmem64, Ints14, Eri1, Cald1, Zfp91, Rab3gap1, Fibin, Zfp367, Creb1, Dnal1, St6galnac3, Klhl28, Mosmo, Zfand4, Ssh2, Clock, Kat2b, Ncoa3, Tspan9, Tgfbr2, Wdfy3, Agfg2, Gid4, Map3k14, Nr2c2, Gab1, Cnot6l, Fbxo28, Zbtb4, Mapk4, Rest, Ankib1, Mcl1, Cc2d1a, Tbc1d8b, Kmt2a, Cep97, Spopl, Ldlrap1, Unk, Psd, Kcnb1, Gpc6, Ankrd52, C2cd2, Arhgef11, Tiam1, Epha7, Zhx2, Wasf1, Rbbp7, Timp2, Pdgfra, Stxbp5, Zfp236, Mospd2, Slc40a1, Map3k2, Suco, Tasor, Ago1, Nfat5, Foxj3, Tmed8, Ahnak, Acsl4, Fnbp1l, 2510009E07Rik, Zbtb41, Elk3, Zfp512b, Sh3pxd2a, Zfp148, Bahd1, Rps6ka5, Rapgefl1, Dnajc24, Rnf150, Fam117b, Bicd2, Arhgap12, Pbx3, Igsf10, Reep3, Stk38, Luzp1, Rsbn1, Ppp1r21, Irf2bp2, Mtmr3, Btbd10, Kdm2a, Mex3d, Arid4b, Slc6a9, Txnip, Mier1, Map7, Klf11, Fat4, Atxn1l, Fgd4, Celsr2, Usp32, E2f1, Akt3, Ezh1, Gnb5, Rock2, Kmt2b, Rb1, Laptm4a, Ss18l1, Septin2, Dock4, Rab10, Ddhd1, Nup35, Brms1l, Rnf6, Purb
MIR_1187	0.0023790926964156215	0.03403932627179274	0.4317076958033464	0.35883261252296195	1.5442597179143167	165	Klhl13, Slco2a1, Eda2r, Gcnt4, Septin10, Adgrf5, Gabrb3, Cd4, Zfp91, 4930523C07Rik, Lnx2, Cps1, Cop1, Nectin1, Uck2, Stard8, Rbpms, Irag1, Ccdc93, Nr3c1, Sox5, Acbd5, E2f8, Larp4, Dera, Enpp1, Brwd3, Map3k20, Papss2, Atrn, Chml, Zfp729b, Nfat5, Rbms3, Pcmtd1, Tshz1, Enpp6, Iglon5, Ccpg1, Tmem47, Vps33b, Atrx, Acvr2b, Hexim1, Syn3, Cplx2, Spr, Lamp2, Tcaf2, Gm2026, Enpp2, Nhsl2, Il1rap, Gnb4, Plac9, Rock2
MIR_1192	4.569519518004558e-9	9.349236933837326e-7	0.7614608014455848	0.3579742897695767	1.767578628733661	607	Timd2, Slc16a1, Zbtb34, Gna14, Wnt5a, Mbtd1, Cyp2u1, Notch1, Abhd13, Dnmt3a, Tcf4, Cmtm6, Xiap, Sash1, Ranbp3l, Lonrf3, Dynlt3, Zfp462, Fat1, Arl5b, Lrp6, Epb41l2, Ldlrad3, Slf2, Szrd1, Cyria, Maml3, Dcaf17, Eml4, Creb1, Ccbe1, Zhx3, Ubtd2, P2ry4, Zfand4, Itsn1, Ssh2, Clock, Msi2, Pde4c, Cxcl12, Mbnl2, Igf1, Smim13, Samd4, Lclat1, Ift80, Mast4, Elmod2, Edem3, Ddx3x, Adra2b, Ctnnd1, Kdm4a, Cnnm3, Cpeb4, Fbxo28, Sntb2, Csnk2a2, Adam17, Tgfbr3, Rest, Trim33, Phf14, Myo1b, Rora, Trim32, S1pr3, Ccdc93, Mapk8, Metrn, Znrf2, Mphosph9, Ppp1cb, Sox5, Trmt9b, Kmt2a, Champ1, Tyms, Fam227a, Ranbp6, Aebp2, Usf3, Socs4, Cdh1, Thbs2, Shroom2, Mtf2, Larp4, Fbxw7, Zfp503, Impa1, Cdh2, Rmnd5a, Zfx, Stxbp5, Nop16, Kdm5a, Cln8, Deptor, Smc5, Cpeb2, Atrn, Map3k2, Chml, Ttll7, Tnrc6b, Tasor, Med12, Cnot6, Nlgn2, Fbxo3, Zmat3, Zbtb37, Zfp84, N4bp2l2, Nfat5, D16Ertd472e, Prkx, Arid1b, Cbx5, Rictor, Tcf7, Bri3bp, Rabgap1, Mef2c, Kdm1a, Tgif1, Zfp955a, Zbtb41, Kbtbd7, Casp3, Nras, Satb2, Ercc6, Zfp518a, Smc6, Neu3, Zdhhc21, Terf1, Dstyk, Pkp4, Aard, Lhx2, Bdp1, Otud7b, Sgcb, Ddx46, Prickle1, Zfp799, Igfbp5, Fli1, Pbrm1, Ccdc34, Fam53c, Ccnd2, Reep3, Fstl1, Nbeal1, Sgce, Setx, Trim30a, Irf2bp2, Dennd6a, Ino80d, Cops7b, Reep1, Slc35a5, Ift140, Cdc14a, Phf8, Nfya, Ddx19b, Mier1, Phlpp1, Adamts5, Kmt5b, Nab2, Dcun1d3, Map3k4, Ptprf, St8sia4, Usp32, Rhobtb1, Il1rap, Tnrc6a, Cflar, Selenoi, Trps1, Pcyox1l, Arl8a, Apbb2, Ppp6c, Mark2, Celf1, Acer3, Trio, Cyp26b1, Tmtc1, Trim35, Ddhd1, Cstf3, Gpm6a, Prkd3, Mllt11, Ptpn2, Bnip5, Fpgt, Rarb
MIR_1194	5.468717474551426e-4	0.011702003572554241	0.47727081536286214	0.5441923234734126	1.9079121136954729	50	Slc16a2, Cyp1a2, Igf1r, Abtb2, Itga1, Rsu1, Hgf, Mbnl2, Prex2, Dok1, Dipk1a, Ankib1, Pakap, Mamdc2, Brwd3, Mfsd6, Xpo1, Foxn3, D16Ertd472e, Kbtbd8, Rab11fip2, Ap2b1
MIR_12183_5P	0.0032135655562417925	0.038676206635710045	0.4317076958033464	0.384907848840239	1.584563559319621	124	0610030E20Rik, Purg, Dbndd2, Emp2, Ppp1r9a, Ranbp3l, Nrxn1, Fam168a, Avl9, Plxna4, Dnase2a, Timp3, Rnf169, Cdk14, Kmt2a, Zfp930, Pah, Eif3j2, Mmrn2, Ankle2, AW146154, Rbm41, Mef2c, Lbh, Satb2, Ercc6, Fam124a, Lancl2, Ppp2cb, Rnf20, Pigr, Cplx2, Sec22a, Lztfl1, Phf3, Zfp60, Psen2, Cct2, Vav3, Nck2, Erbin, Ganab, Fxr1, Pclo, Tango6, Plod2
MIR_12195_3P	0.0015438353461163174	0.024871552111448703	0.45505986738722953	0.46194473453205404	1.72659500514044	66	Noct, Serinc5, Sash1, Igf1, Heca, Ddx3x, Ube2v2, Pigc, Usf3, Zfp131, C2cd2, Zfp740, Zfx, Mef2c, Reln, Mlxip, Jade3, Rsbn1, Zfp622, Brdt, Rb1, Cblb, Atp2b1, Plcl1, Set
MIR_12200_5P	4.532013201851306e-9	9.349236933837326e-7	0.7614608014455848	0.3558175380800762	1.7594717527219128	605	Timd2, Slc16a1, Zbtb34, Gna14, Wnt5a, Mbtd1, Cyp2u1, Notch1, Abhd13, Dnmt3a, Tcf4, Cmtm6, Xiap, Sash1, Ranbp3l, Lonrf3, Dynlt3, Zfp462, Fat1, Arl5b, Lrp6, Epb41l2, Ldlrad3, Slf2, Szrd1, Cyria, Maml3, Dcaf17, Eml4, Creb1, Ccbe1, Zhx3, Ubtd2, P2ry4, Zfand4, Itsn1, Ssh2, Clock, Msi2, Pde4c, Mbnl2, Igf1, Smim13, Samd4, Lclat1, Ift80, Mast4, Elmod2, Edem3, Ddx3x, Adra2b, Ctnnd1, Kdm4a, Cnnm3, Cpeb4, Fbxo28, Sntb2, Csnk2a2, Adam17, Tgfbr3, Rest, Trim33, Phf14, Myo1b, Rora, Trim32, S1pr3, Ccdc93, Mapk8, Metrn, Znrf2, Mphosph9, Ppp1cb, Sox5, Trmt9b, Kmt2a, Champ1, Tyms, Fam227a, Ranbp6, Aebp2, Usf3, Socs4, Cdh1, Thbs2, Shroom2, Mtf2, Larp4, Fbxw7, Zfp503, Impa1, Cdh2, Rmnd5a, Zfx, Stxbp5, Nop16, Kdm5a, Cln8, Deptor, Smc5, Cpeb2, Atrn, Map3k2, Chml, Ttll7, Tnrc6b, Tasor, Med12, Cnot6, Nlgn2, Fbxo3, Zmat3, Zbtb37, Zfp84, N4bp2l2, Nfat5, D16Ertd472e, Prkx, Arid1b, Cbx5, Rictor, Tcf7, Bri3bp, Rabgap1, Mef2c, Kdm1a, Tgif1, Zfp955a, Zbtb41, Kbtbd7, Casp3, Nras, Satb2, Ercc6, Zfp518a, Smc6, Neu3, Zdhhc21, Terf1, Dstyk, Pkp4, Aard, Lhx2, Bdp1, Otud7b, Sgcb, Ddx46, Prickle1, Zfp799, Igfbp5, Fli1, Pbrm1, Ccdc34, Fam53c, Ccnd2, Reep3, Fstl1, Nbeal1, Sgce, Setx, Trim30a, Irf2bp2, Dennd6a, Ino80d, Cops7b, Reep1, Slc35a5, Ift140, Cdc14a, Phf8, Nfya, Ddx19b, Mier1, Phlpp1, Adamts5, Kmt5b, Nab2, Dcun1d3, Map3k4, Ptprf, St8sia4, Usp32, Rhobtb1, Il1rap, Tnrc6a, Cflar, Selenoi, Trps1, Pcyox1l, Arl8a, Apbb2, Ppp6c, Mark2, Celf1, Acer3, Trio, Cyp26b1, Tmtc1, Trim35, Ddhd1, Cstf3, Gpm6a, Prkd3, Mllt11, Ptpn2, Bnip5, Fpgt, Rarb
MIR_12205_5P	1.234877747631655e-6	1.0600737953738175e-4	0.6435518361507222	0.4772695480263037	2.0092661407637618	139	Cldn1, Zbtb34, Slc16a2, Cyp2j5, Cyp2c50, Zeb2, Tnik, Gabrb3, Peg10, Cyria, Tab2, Cadm4, Ppfibp2, Ric8b, Hgf, Pura, Ppard, Erbb4, Nkapd1, Tfpi2, Rgs4, Heyl, Rora, Shoc2, Nkd1, Cdr2l, Jpt2, Camsap2, Caprin1, Shroom2, Usp15, Hs1bp3, Map2, Shprh, Ttll7, Slc39a2, Car3, Rras2, Gpatch2l, Echdc1, Atp6v0a1, Tmem164, Pde1a, Rbms1, Pum2, Trim2, Rsbn1, Mier1, Adamts5, Bltp1, Ncapg2, Rock2, Slc2a13, P3h3, Ggnbp2, Mfsd11
MIR_124_3P	3.2901790940547874e-4	0.00835575194031646	0.49849310876659025	0.29644811130541293	1.4458228148192727	538	Ntrk2, Parp16, Slc16a1, Kcnk10, Egr1, Sertad4, 0610030E20Rik, Med12l, Fermt2, Rfx4, Myadm, Mkx, Tarbp1, Hivep2, Chic1, Prrx1, Slc17a5, Pam, Prr14l, Septin10, Lamc1, Atad2b, Itgb1, Efna5, Natd1, Myo1e, Ctdspl, Cpd, Rsu1, Eps8, Zmpste24, Ppfibp2, Cxadr, Clock, Unc119b, Bmp6, Osbpl3, Rcor1, Fnbp1, Wdfy3, Rhou, Atp7a, Sh3rf1, Cgn, Galnt10, Crtc3, Tfeb, Lclat1, Rock1, Ddx3x, Slc39a9, Cbx2, Ctnnd1, Myh10, Col4a1, Smox, Mapk4, Sntb2, Myrf, Fam81a, Lcp1, Sestd1, Lrrc1, Abhd10, Mob1b, Gsn, Cask, Nr3c1, Ppp1r13l, Dipk2a, Dact1, Ammecr1, Spopl, Ldlrap1, Fpgs, Steap3, Rnf19a, Plekhf2, Wasf2, Zfp503, Evi5, Hs1bp3, Aff1, Kdm5a, Slc40a1, Tsku, Papss2, Map3k2, Myo10, Suco, Tnrc6b, Dll4, Qki, Fhip1a, Zmat3, Ets1, Eea1, Ptbp3, Usp45, Rbms3, Slc30a7, Usp38, Chsy1, Rcbtb2, Rrbp1, Tshz1, Lpp, Smarcad1, Elk3, Pml, Nras, Tmco3, Xkr8, Cd164, Sh3pxd2a, G3bp1, Epn2, P4ha1, Ice2, Mitf, Atf7, Nfix, Yme1l1, Cnksr3, Ctns, Spty2d1, C1ra, Stk38, Capn6, Ptprj, Irf2bp2, Dennd6a, Acadsb, Rragd, Kif2a, Btbd10, Rnf216, Fbxo38, Slc30a10, Xrcc6, Arpc1b, Atxn1l, Snai2, Cc2d1b, Relch, Usp32, Lmbrd1, Cflar, Selenoi, Calcoco1, Rock2, Apbb2
MIR_125B_2_3P	0.003043964613401967	0.03751778071699051	0.4317076958033464	0.4415079343167806	1.6644094398189504	75	Med13, Cyria, Fam168b, Ctnnbip1, Zmym4, Esam, Ncam2, Ocln, Cgn, Lasp1, Edem3, Tfpi2, Rnd3, Pakap, Slmap, Chd2, Fam171b, Shroom2, Agps, Ugt2b5, Armcx2, Agpat5, Pcnx, Mex3b, Naa40, Chsy1, Nacc2, Dio1
MIR_126A_5P	4.872507553694208e-4	0.01095511038995423	0.49849310876659025	0.34323121940386964	1.5608209073008377	258	Hacd1, Cyp2c37, Rfx4, Klf12, Grm8, Loxl4, Fem1b, Pde7b, Chic1, Car5b, Dbndd2, Ugt1a6a, Cyp2c50, Stk39, Ahctf1, Ednra, Fam168a, Kat2b, Stk24, Ugt1a6b, Cxcl12, Hgf, Rnf138, Spast, Prex2, Erbb4, Elmod2, Ccnh, Foxp1, Aasdhppt, Myef2, Cdk19, Sema3d, Rora, Cask, Tbx20, Man1a, Sox5, Ap3b1, Cep97, Kcnb1, Pnrc1, Cyp2c54, Nfxl1, Aff1, Map3k2, Lin9, Dll4, Nfat5, Rbm41, Ptbp3, Car3, Abca5, Lpp, Shank3, Rab27b, Flt4, Rab11fip2, Scfd2, Acvr2b, Rev3l, Bicd2, Ugt1a9, Pgap2, Nbeal1, Rsbn1, Trim30a, Setbp1, Antxr1, Phlpp1, Adamts5, Fgd4, Trps1, Ssbp3, Spag9, Fndc4, Trio, Dcaf10, Gnal, Abcg5, Ro60, Slc35a3
MIR_1271_5P	0.003550166561756039	0.03970919005656089	0.4317076958033464	0.3283543504768056	1.4732719571478532	231	Fem1b, Tarbp1, Chic1, Prrx1, Lamc1, Prkar1a, Cep83, Slf2, St6galnac3, Fam168a, Atg9a, Lnx2, Clock, Rassf8, Lmtk2, Uck2, Spast, Cnot6l, Cnnm3, Lcp1, Ankib1, Atxn3, Sh3pxd2b, Sox5, Abhd18, Cep97, Camsap2, Casp2, Nsg1, Jmjd1c, Usf3, Morf4l1, Cbfa2t3, Snx30, Zhx2, Eif3j2, Adgra2, Brwd1, Tsku, Oxsr1, Foxo4, Dgkh, Nlgn2, Dock1, Spsb1, Rapgef4, Rictor, Slc44a2, Gng12, Ttyh3, Zbtb41, Celsr1, Cd164, Pmepa1, Mitf, Hsd3b5, Zcchc3, Plekhm1, Slc6a9, Zkscan17, Spin1, Dnaaf9, Arf2, Yipf4, Itpr2, Arhgap24, Dcaf10, Dock4, Klhl7, Zyg11b, Brms1l, Gpc3, Zfp961, Frs2, Ash1l, Bcl2l12, Vangl2, Plod2, Tns3, Ctdsp1, Zfand5, Fndc3b, Slco3a1, Lrig1, Grb2, Dcun1d1, Ankrd27, Sdc2, Rarg, Spen
MIR_130A_3P_MIR_721	0.0010858801941738734	0.018988981857091834	0.45505986738722953	0.3470575161387357	1.5374469856986979	219	Tet3, Med12l, Fermt2, Fam234a, Tbcel, Prr14l, Pgm2l1, Lonrf3, Lgalsl, Fibin, Calm2, St6galnac3, Plcb1, Casd1, Wdfy3, Daam1, Jmy, Zbtb4, Cdk19, Ankib1, Mapk8, Mphosph9, Slmap, Psd, Acbd5, Larp4, Pdgfra, Stxbp5, Brwd1, Mfsd6, Mon2, Pcnx, Smap1, Ago1, Cnot6, Zmat3, Mdfic, Itpr1, Acsl4, Acsl1, Tshz1, Gng12, Kbtbd8, Elk3, Pmepa1, Zfp609, Sgcb, Nacc2, Sh3d19, Dnajc24, Mdn1, Arhgap12, Rfx7, Kdm2a, Mex3d, Epc2, Rnf216, Ago4, Phf12, Mapk1, Relch, Usp32, Tnrc6a, Phf3, Laptm4a, Nsd3, Sulf1, Btg1, Prkd3, Erbin, Rab5a, Acer2, Bnip2, Ston2, Cfl2, Spred1, Ldlrad4, Tsc1, Lrig1, Mdm4, Nectin3, Ar, Klhl20, Cast
MIR_130B_3P	8.981254338874277e-4	0.017051146776307716	0.47727081536286214	0.3519099357306776	1.5652668090408826	222	Tet3, Med12l, Fermt2, Fam234a, Tbcel, Prr14l, Pgm2l1, Lonrf3, Lgalsl, Fibin, Calm2, St6galnac3, Plcb1, Casd1, Wdfy3, Daam1, Jmy, Zbtb4, Cdk19, Ankib1, Mapk8, Mphosph9, Slmap, Psd, Acbd5, Larp4, Pdgfra, Stxbp5, Brwd1, Mfsd6, Mon2, Pcnx, Smap1, Ago1, Cnot6, Zmat3, Mdfic, Itpr1, Acsl4, Acsl1, Tshz1, Gng12, Kbtbd8, Elk3, Rbbp8, Bahd1, Pmepa1, Zfp609, Sgcb, Nacc2, Sh3d19, Dnajc24, Mdn1, Arhgap12, Cyyr1, Rfx7, Kdm2a, Mex3d, Epc2, Rnf216, Ago4, Phf12, Mapk1, Relch, Usp32, Phf3, Laptm4a, Nsd3, Sulf1, Btg1, Prkd3, Erbin, Rab5a, Acer2, Bnip2, Ston2, Cfl2, Spred1, Ldlrad4, Tsc1, Lrig1, Mdm4, Nectin3, Ar, Klhl20, Cast
MIR_130B_5P	6.724256871334941e-4	0.013488068194854206	0.47727081536286214	0.43344853474759765	1.7197481857827677	97	Igfbp2, Akap13, Btnl9, Gm7609, Tnik, Nrxn1, Ctdspl2, Dhrs9, Sh3rf1, Igf1, Erbb4, Hhip, Pds5b, Synj2bp, Cask, Mtarc1, Man1a, Tbc1d8b, Epha7, Zfp503, Ptpre, Nfat5, Mef2c, Zfp967, Nrf1, Fbxo11, Sh3d19, Igfbp5, Spty2d1
MIR_130C	0.0027217756258854867	0.03591915081331311	0.4317076958033464	0.3424996322796607	1.5205444351650546	217	Tet3, Med12l, Fermt2, Fam234a, Tbcel, Prr14l, Pgm2l1, Lonrf3, Lgalsl, Fibin, Calm2, St6galnac3, Plcb1, Casd1, Wdfy3, Daam1, Jmy, Zbtb4, Cdk19, Ankib1, Mapk8, Mphosph9, Slmap, Psd, Acbd5, Larp4, Pdgfra, Stxbp5, Brwd1, Mfsd6, Mon2, Pcnx, Ago1, Cnot6, Zmat3, Mdfic, Itpr1, Acsl4, Acsl1, Tshz1, Gng12, Kbtbd8, Elk3, Pmepa1, Zfp609, Sgcb, Nacc2, Sh3d19, Dnajc24, Mdn1, Arhgap12, Rfx7, Kdm2a, Mex3d, Epc2, Rnf216, Ago4, Phf12, Mapk1, Relch, Usp32, Phf3, Laptm4a, Nsd3, Sulf1, Btg1, Prkd3, Erbin, Rab5a, Acer2, Bnip2, Ston2, Cfl2, Spred1, Ldlrad4, Tsc1, Lrig1, Mdm4, Nectin3, Ar, Klhl20, Cast
MIR_135A_5P	2.91849338326026e-4	0.007655432643782682	0.49849310876659025	0.3809772807784127	1.6657388314995818	184	Ntrk2, Fermt2, D630045J12Rik, Bace1, Zbtb34, Ssr2, Kdm5b, Med13, Kdm7a, Cpd, Tbc1d4, Lmtk2, Smim13, Fgf11, Rnf138, Erbb4, Edem3, Sntb2, Mtus1, Atp11b, Dip2c, Mob1b, Man1a, Arhgap6, Zfp131, Saysd1, Fbln5, Angptl2, Kcnb1, Lmbrd2, C2cd2, Zfp322a, Hmgxb3, Evi5, Nfxl1, Net1, Zfp236, Sptbn1, Slfn5, Syne1, Foxn3, Kctd1, Chsy1, Rrbp1, Elk3, Ppp6r3, Itm2b, Zfp518a, Mypop, Traf4, Pde1a, Strbp
MIR_135B_5P	4.196594423179797e-4	0.009983990918402168	0.49849310876659025	0.38141235444450333	1.6660957813007369	183	Ntrk2, Fermt2, D630045J12Rik, Bace1, Zbtb34, Ssr2, Kdm5b, Med13, Kdm7a, Cpd, Tbc1d4, Lmtk2, Smim13, Fgf11, Rnf138, Erbb4, Edem3, Sntb2, Mtus1, Atp11b, Dip2c, Mob1b, Man1a, Arhgap6, Zfp131, Saysd1, Fbln5, Angptl2, Kcnb1, Lmbrd2, C2cd2, Zfp322a, Hmgxb3, Evi5, Nfxl1, Net1, Zfp236, Sptbn1, Slfn5, Syne1, Foxn3, Kctd1, Chsy1, Rrbp1, Elk3, Ppp6r3, Zfp518a, Mypop, Traf4, Pde1a, Strbp
MIR_138_5P	0.0025864560420056706	0.03527926041295735	0.4317076958033464	0.378444549652169	1.6098486999181474	147	Sertad4, Corin, Fermt2, Dtx4, Pde7b, Sptb, Lamc1, Pxmp4, Sorbs2, Zeb2, Eri1, Dot1l, Peg10, 1700017B05Rik, Clock, Nkapd1, Cnot6l, Slx4, Arhgap6, Psd, Fbln5, Mtf2, Hs1bp3, Rmnd5a, Desi2, Col3a1, Cped1, Ago1, Rfwd3, Dek, Arhgap32, Zfp148, Reln, Mlxip, Nfix, Syn3, Slc6a8, Mcu, Fem1c, Chd6, Ptk2, Klf11, Daam2, Kmt5b, Trps1, Hnf1b, Rock2, Sin3a, Ptpn2, Thrb, Amotl2, Upf2, Dcp1a, Afap1
MIR_139_5P	0.003534631021237582	0.03970919005656089	0.4317076958033464	0.3789504532898269	1.5511795177034555	114	Tet3, Ptpru, Zbtb34, Zeb2, Rreb1, Zfp846, Avl9, Adcyap1r1, Tmtc3, Rock1, Bche, Pigm, Dip2c, Kat6a, Slc33a1, Iigp1, Aebp2, Usf3, Lrp2, Gclc, Dzip3, Gdf10, Atad1, Tgif1, Zfp148, Atrx, Slc5a3, Rfx7, Scaper, Baz2b, Taok1, Zfp748, Dmd, Kmt5b, Pmp22
MIR_141_3P	1.0069835178562498e-4	0.003169674273129057	0.5384340963099162	0.36260357758790485	1.6496880496214583	267	Ntrk2, Bace1, Zbtb34, Klf12, Myadm, Chic1, Atad2b, Sorbs2, Zeb2, Fam168b, Spry4, Mme, Klhl28, Zfp846, Wdfy3, Plxna4, Rnft1, Ube3a, Cyth3, Myh10, Stat5b, Hic2, Pds5b, Gucy1a1, Hs2st1, Pakap, Nr3c1, Nkd1, Abhd18, Kmt2a, Camsap2, Fam227a, Ranbp6, Chd2, Aco1, Angptl2, Tiam1, Epha7, Pdgfra, Snx27, Stxbp5, Mysm1, Aldh1a1, Atrnl1, Efcab7, Pphln1, Tnrc6b, Qki, Plscr4, Anp32e, Slc30a7, Kif5b, Dek, Elk3, Epha2, Dstyk, Bahd1, 4921524J17Rik, Bicd2, Mal2, Zfp644, Dcp2, Ccne2, Zfp592, Hnrnpf, Cdc14a, Brd3, Bivm, Slc6a9, Lbr, Dolpp1, Phlpp1, Ncoa2, Mapk1, Dcun1d3, Tada1, Sp4, Lmbrd1, B230219D22Rik, Ezh1, Atg16l2, Apbb2, Tmem168, Ikzf5, Spag9, Cyp26b1, Tmtc1, Zyg11b, Ccdc80, Rarb, Thrb, Gna13, Phlpp2, Schip1, Rtn4rl1, Cfap97, Phc3, Osbpl11, Ash1l, Tcerg1, Ttbk2, Septin11, Kif1c
MIR_144_3P	8.440661071087377e-4	0.01629206844475922	0.47727081536286214	0.3265005002465813	1.4992042312553582	290	Or2ag2b, Med12l, Als2, Zbtb34, Klf12, Asap2, Pde7b, Mycl, Msx1, Ccng2, Emp2, Gask1a, Cyp2c50, Abtb2, Pfkl, Myo1e, Mrtfb, Tnrc18, Ubxn7, Clint1, Arid2, Trappc8, Cxcl12, Plxnc1, Pura, Rnft1, Tmtc3, Stard8, Dtwd1, Pds5b, Kat6a, Dipk2a, Iigp1, E2f8, Pnrc1, Eml1, Gclc, Zfx, Insc, Cpeb2, Htra3, Dlg5, Adamts15, Gdf10, Qki, Tek, Ets1, Zbtb37, Rbm41, Acsl4, Nid2, Uba2, Ehmt1, Med14, Zdhhc21, Tmem86b, Zfp148, Epn2, Slc12a2, Otud4, Nacc2, Prickle1, Kdm3a, Gspt1, Bicd2, Hdac2, Dok4, Pbx3, Trim2, Ptprj, Ppp1r16b, Ino80d, Kif2a, Hnrnpf, Uchl3, Ms4a4c, Fat4, Dennd2a, Map3k4, Sp4, 9930021J03Rik, Selenoi, Phf3, Magt1, Acer3, Fzd8, Nfe2l2, Dip2b, Ro60, Atp2b1, Rarb, Tjp1, Tm9sf3, Erbin, Frs2, Rac1, Afap1, Arid1a
MIR_153_3P	0.00344313283646363	0.03970919005656089	0.4317076958033464	0.3450223119679835	1.5169461205831094	192	App, Mbtd1, Zdhhc2, Lamc1, Atad2b, Dot1l, Sun2, Fam168b, Ctdspl2, Rai14, Trp53inp2, Fam168a, Mosmo, Plcb1, Nfia, Daam1, Tpk1, Rock1, Gab1, Rest, Sestd1, Kmt2a, C2cd2, Ppm1d, Desi2, Adgra2, Smarca5, Prdm2, Actn4, Efcab7, Tnrc6b, Mon2, Fhip1a, Ago1, Apc, Ccdc50, Rictor, Nfatc3, Rabgap1, Kbtbd8, Bptf, Ttyh3, Piga, Ror1, Cyp1b1, Rps6ka5, Otud7b, Otud4, Mitf, Mdn1, Spty2d1, Dmd, Yipf2, Ncoa2, Adam19, Apbb2, Kmt2b, Zfp521, Ankrd40, Nfe2l2, Rttn, Lrrc57, Kctd5
